date,val_perMW_interval_exante,portfolio_pln_interval_exante_capped,val_perMW_interval_expost,portfolio_pln_interval_expost_capped,budget_pln_interval
2025-05-28,11349.627238643128,454207.41256928584,3613.105,180655.25,7822342.359
2025-05-29,8341.9787919825,353131.5403346157,2455.8325,122791.625,6333431.65625
2025-05-30,5752.582611034891,283930.54176737205,1856.7775000000001,92838.875,5836553.0125
2025-05-31,8347.077044383415,409594.24121186754,3263.9325,163196.625,7383452.36525
2025-06-01,2023.774935775799,99601.42203490101,300.51249999999993,15025.624999999996,2346383.28125
2025-06-02,200812.35621506284,682882.2728323234,7900.34,395017.0,11273732.458
2025-06-03,18218.530877560377,500399.1049604142,4194.68,209734.0,8293464.10325
2025-06-04,8617.331505368524,366302.69490707567,2694.9424999999997,134747.125,6371489.5105
2025-06-05,6664.697574344655,278484.2307787327,2105.41,105270.5,5112892.536
2025-06-06,7658.8918039189575,331312.5174872414,2402.46,120123.0,5460024.5515
2025-06-07,8138.511748620357,395518.7411768244,2513.1099999999997,125655.5,6660029.04875
2025-06-08,2205.9609857006208,109564.14664902742,393.5925000000001,19679.625000000004,2508329.60075
2025-06-09,5767.649635941731,260720.2708034473,1535.6375,76781.875,4702551.24775
2025-06-10,7285.233952336898,284517.73554464144,2206.1425,110307.125,4928871.54525
2025-06-11,10552.02018677536,440832.11125540914,4424.285,221214.25,7403721.785
2025-06-12,10891.06606961955,333089.1676436305,3305.3125,165265.625,6006664.348
2025-06-13,10139.657581861757,350339.15722454415,2906.8275,145341.375,6142660.70875
2025-06-14,9763.344112130937,342225.3972816811,3411.8425,170592.125,7165025.891249999
2025-06-15,11456.619972503588,389586.26899842534,3722.86,186143.0,7164776.4155
2025-06-16,13720.854742083373,603142.7440119612,5873.5025,293675.125,10274841.303
2025-06-17,12756.09632520782,425583.2459610421,3622.4525,181122.625,7346068.252
2025-06-18,3576.3992951509335,175859.88408675272,1362.325,68116.25,3665897.7825
2025-06-19,6526.965937021608,320550.59548495803,2380.4025,119020.125,6275230.57775
2025-06-20,2321.3292543577395,115485.0207039754,882.88,44144.0,2828242.6235
2025-06-21,4183.096093072321,190136.4641425342,1463.03,73151.5,3917155.3965
2025-06-22,3011.731621343717,149906.75674668857,1162.3049999999998,58115.24999999999,4255866.453749999
2025-06-23,6845.085696791942,301511.8993446291,2315.525,115776.25,4933021.07375
2025-06-24,14868.368714342005,608529.5666261814,5215.5225,260776.125,9384154.28575
2025-06-25,12573.443352362847,437144.89749955205,3311.7025,165585.125,7052651.79275
2025-06-26,25557.850589894824,450720.4517575534,4357.8275,217891.375,8006686.5575
2025-06-27,14670.667810484207,609543.0464540311,5513.6975,275684.875,9942431.47775
2025-06-28,3631.3922744060487,179962.95206533998,1019.2624999999999,50963.125,3581693.249
2025-06-29,5018.904090268328,250483.78250183695,975.8874999999999,48794.37499999999,4164074.421
