dt,price_pln_per_mw_h,mw_procured,mw_available,cap_revenue_band_1,cap_revenue_band_2,cap_revenue_band_3,capacity_revenue_baseline,budget_envelope,capacity_revenue_capped,bound_flag,total_revenue
2024-07-04 13:45:00+00:00,312.17,400.0,100.0,677.2616694605512,858.5962308096642,595.9067519819597,2131.764652252175,7804.25,2131.764652252175,0,2131.764652252175
2024-07-04 14:00:00+00:00,312.17,400.0,100.0,677.2616694605512,858.5962308096642,595.9067519819597,2131.764652252175,7804.25,2131.764652252175,0,2131.764652252175
2024-07-04 14:15:00+00:00,256.56,400.0,100.0,677.2616694605512,858.5962308096642,595.9067519819597,2131.764652252175,6414.0,2131.764652252175,0,2131.764652252175
2024-07-04 14:30:00+00:00,256.56,400.0,100.0,677.2616694605512,858.5962308096642,595.9067519819597,2131.764652252175,6414.0,2131.764652252175,0,2131.764652252175
2024-07-04 14:45:00+00:00,256.55,400.0,100.0,677.2616694605512,858.5962308096642,595.9067519819597,2131.764652252175,6413.75,2131.764652252175,0,2131.764652252175
2024-07-04 15:00:00+00:00,256.55,400.0,100.0,677.2616694605512,858.5962308096642,595.9067519819597,2131.764652252175,6413.75,2131.764652252175,0,2131.764652252175
2024-07-04 15:15:00+00:00,218.95,400.0,100.0,677.2616694605512,858.5962308096642,595.9067519819597,2131.764652252175,5473.75,2131.764652252175,0,2131.764652252175
2024-07-04 15:30:00+00:00,218.95,400.0,100.0,677.2616694605512,858.5962308096642,595.9067519819597,2131.764652252175,5473.75,2131.764652252175,0,2131.764652252175
2024-07-04 15:45:00+00:00,218.95,400.0,100.0,677.2616694605512,858.5962308096642,595.9067519819597,2131.764652252175,5473.75,2131.764652252175,0,2131.764652252175
2024-07-04 16:00:00+00:00,218.95,400.0,100.0,677.2616694605512,858.5962308096642,595.9067519819597,2131.764652252175,5473.75,2131.764652252175,0,2131.764652252175
2024-07-04 16:15:00+00:00,101.45,400.0,100.0,677.2616694605512,858.5962308096642,595.9067519819597,2131.764652252175,2536.25,2131.764652252175,0,2131.764652252175
2024-07-04 16:30:00+00:00,101.45,400.0,100.0,677.2616694605512,858.5962308096642,595.9067519819597,2131.764652252175,2536.25,2131.764652252175,0,2131.764652252175
2024-07-04 16:45:00+00:00,34.8,400.0,100.0,677.2616694605512,858.5962308096642,595.9067519819597,2131.764652252175,869.9999999999999,869.9999999999999,1,869.9999999999999
2024-07-04 17:00:00+00:00,34.8,400.0,100.0,677.2616694605512,858.5962308096642,595.9067519819597,2131.764652252175,869.9999999999999,869.9999999999999,1,869.9999999999999
2024-07-04 17:15:00+00:00,34.8,400.0,100.0,677.2616694605512,858.5962308096642,595.9067519819597,2131.764652252175,869.9999999999999,869.9999999999999,1,869.9999999999999
2024-07-04 17:30:00+00:00,34.8,400.0,100.0,677.2616694605512,858.5962308096642,595.9067519819597,2131.764652252175,869.9999999999999,869.9999999999999,1,869.9999999999999
2024-07-04 17:45:00+00:00,34.8,400.0,100.0,677.2616694605512,858.5962308096642,595.9067519819597,2131.764652252175,869.9999999999999,869.9999999999999,1,869.9999999999999
2024-07-04 18:00:00+00:00,34.8,400.0,100.0,677.2616694605512,858.5962308096642,595.9067519819597,2131.764652252175,869.9999999999999,869.9999999999999,1,869.9999999999999
2024-07-04 18:15:00+00:00,34.8,400.0,100.0,677.2616694605512,858.5962308096642,595.9067519819597,2131.764652252175,869.9999999999999,869.9999999999999,1,869.9999999999999
2024-07-04 18:30:00+00:00,34.8,400.0,100.0,677.2616694605512,858.5962308096642,595.9067519819597,2131.764652252175,869.9999999999999,869.9999999999999,1,869.9999999999999
2024-07-04 18:45:00+00:00,14.47,400.0,100.0,677.2616694605512,858.5962308096642,595.9067519819597,2131.764652252175,361.75,361.75,1,361.75
2024-07-04 19:00:00+00:00,14.46,400.0,100.0,677.2616694605512,858.5962308096642,595.9067519819597,2131.764652252175,361.5,361.5,1,361.5
2024-07-04 19:15:00+00:00,34.8,400.0,100.0,677.2616694605512,858.5962308096642,595.9067519819597,2131.764652252175,869.9999999999999,869.9999999999999,1,869.9999999999999
2024-07-04 19:30:00+00:00,34.8,400.0,100.0,677.2616694605512,858.5962308096642,595.9067519819597,2131.764652252175,869.9999999999999,869.9999999999999,1,869.9999999999999
2024-07-04 19:45:00+00:00,70.89,400.0,100.0,677.2616694605512,858.5962308096642,595.9067519819597,2131.764652252175,1772.25,1772.25,1,1772.25
2024-07-04 20:00:00+00:00,34.8,400.0,100.0,677.2616694605512,858.5962308096642,595.9067519819597,2131.764652252175,869.9999999999999,869.9999999999999,1,869.9999999999999
2024-07-04 20:15:00+00:00,34.8,400.0,100.0,677.2616694605512,858.5962308096642,595.9067519819597,2131.764652252175,869.9999999999999,869.9999999999999,1,869.9999999999999
2024-07-04 20:30:00+00:00,109.32,400.0,100.0,677.2616694605512,858.5962308096642,595.9067519819597,2131.764652252175,2733.0,2131.764652252175,0,2131.764652252175
2024-07-04 20:45:00+00:00,109.32,400.0,100.0,677.2616694605512,858.5962308096642,595.9067519819597,2131.764652252175,2733.0,2131.764652252175,0,2131.764652252175
2024-07-04 21:00:00+00:00,109.32,400.0,100.0,677.2616694605512,858.5962308096642,595.9067519819597,2131.764652252175,2733.0,2131.764652252175,0,2131.764652252175
2024-07-04 21:15:00+00:00,160.02,400.0,100.0,677.2616694605512,858.5962308096642,595.9067519819597,2131.764652252175,4000.5000000000005,2131.764652252175,0,2131.764652252175
2024-07-04 21:30:00+00:00,106.33,400.0,100.0,677.2616694605512,858.5962308096642,595.9067519819597,2131.764652252175,2658.25,2131.764652252175,0,2131.764652252175
2024-07-04 21:45:00+00:00,106.33,400.0,100.0,677.2616694605512,858.5962308096642,595.9067519819597,2131.764652252175,2658.25,2131.764652252175,0,2131.764652252175
2024-07-04 22:00:00+00:00,101.76,400.0,100.0,677.2616694605512,858.5962308096642,595.9067519819597,2131.764652252175,2544.0,2131.764652252175,0,2131.764652252175
2024-07-04 22:15:00+00:00,110.63,400.0,100.0,677.2616694605512,858.5962308096642,595.9067519819597,2131.764652252175,2765.75,2131.764652252175,0,2131.764652252175
2024-07-04 22:30:00+00:00,85.39,400.0,100.0,677.2616694605512,858.5962308096642,595.9067519819597,2131.764652252175,2134.75,2131.764652252175,0,2131.764652252175
2024-07-04 22:45:00+00:00,85.39,400.0,100.0,677.2616694605512,858.5962308096642,595.9067519819597,2131.764652252175,2134.75,2131.764652252175,0,2131.764652252175
2024-07-04 23:00:00+00:00,110.63,400.0,100.0,677.2616694605512,858.5962308096642,595.9067519819597,2131.764652252175,2765.75,2131.764652252175,0,2131.764652252175
2024-07-04 23:15:00+00:00,188.15,400.0,100.0,677.2616694605512,858.5962308096642,595.9067519819597,2131.764652252175,4703.75,2131.764652252175,0,2131.764652252175
2024-07-04 23:30:00+00:00,188.15,400.0,100.0,677.2616694605512,858.5962308096642,595.9067519819597,2131.764652252175,4703.75,2131.764652252175,0,2131.764652252175
2024-07-04 23:45:00+00:00,188.15,400.0,100.0,677.2616694605512,858.5962308096642,595.9067519819597,2131.764652252175,4703.75,2131.764652252175,0,2131.764652252175
2024-07-05 00:00:00+00:00,188.15,400.0,100.0,677.2616694605512,858.5962308096642,595.9067519819597,2131.764652252175,4703.75,2131.764652252175,0,2131.764652252175
2024-07-05 00:15:00+00:00,190.15,400.0,100.0,677.2616694605512,858.5962308096642,595.9067519819597,2131.764652252175,4753.75,2131.764652252175,0,2131.764652252175
2024-07-05 00:30:00+00:00,190.15,400.0,100.0,677.2616694605512,858.5962308096642,595.9067519819597,2131.764652252175,4753.75,2131.764652252175,0,2131.764652252175
2024-07-05 00:45:00+00:00,190.15,400.0,100.0,677.2616694605512,858.5962308096642,595.9067519819597,2131.764652252175,4753.75,2131.764652252175,0,2131.764652252175
2024-07-05 01:00:00+00:00,190.15,400.0,100.0,677.2616694605512,858.5962308096642,595.9067519819597,2131.764652252175,4753.75,2131.764652252175,0,2131.764652252175
2024-07-05 01:15:00+00:00,186.15,400.0,100.0,677.2616694605512,858.5962308096642,595.9067519819597,2131.764652252175,4653.75,2131.764652252175,0,2131.764652252175
