dt,price_pln_per_mw_h,mw_procured,mw_available,cap_revenue_band_1,cap_revenue_band_2,p_cap_weighted,capacity_revenue_baseline,budget_envelope,capacity_revenue_capped,bound_flag,energy_revenue,p_energy,payoff_per_MWh,total_revenue
2024-07-01 04:30:00+00:00,68.91,400.0,50.0,553.0811949578962,517.3106862777599,0.21838490307467645,1070.391881235656,861.375,861.375,1,-2.007542897379158,0.9805527123848515,-50.0,859.3674571026208
2024-07-01 04:45:00+00:00,68.91,400.0,50.0,553.0811949578962,517.3106862777599,0.21838490307467645,1070.391881235656,861.375,861.375,1,-2.007542897379158,0.9805527123848515,-50.0,859.3674571026208
2024-07-01 05:00:00+00:00,68.91,400.0,50.0,553.0811949578962,517.3106862777599,0.21838490307467645,1070.391881235656,861.375,861.375,1,-2.007542897379158,0.9805527123848515,-50.0,859.3674571026208
2024-07-01 05:15:00+00:00,68.91,400.0,50.0,553.0811949578962,517.3106862777599,0.21838490307467645,1070.391881235656,861.375,861.375,1,-2.007542897379158,0.9805527123848515,-50.0,859.3674571026208
2024-07-01 05:30:00+00:00,68.91,400.0,50.0,553.0811949578962,517.3106862777599,0.21838490307467645,1070.391881235656,861.375,861.375,1,-2.007542897379158,0.9805527123848515,-50.0,859.3674571026208
2024-07-01 05:45:00+00:00,68.91,400.0,50.0,553.0811949578962,517.3106862777599,0.21838490307467645,1070.391881235656,861.375,861.375,1,-2.007542897379158,0.9805527123848515,-50.0,859.3674571026208
2024-07-01 06:00:00+00:00,68.91,400.0,50.0,553.0811949578962,517.3106862777599,0.21838490307467645,1070.391881235656,861.375,861.375,1,-2.007542897379158,0.9805527123848515,-50.0,859.3674571026208
2024-07-01 06:15:00+00:00,68.91,400.0,50.0,553.0811949578962,517.3106862777599,0.21838490307467645,1070.391881235656,861.375,861.375,1,-2.007542897379158,0.9805527123848515,-50.0,859.3674571026208
2024-07-01 06:30:00+00:00,68.91,400.0,50.0,553.0811949578962,517.3106862777599,0.21838490307467645,1070.391881235656,861.375,861.375,1,-2.007542897379158,0.9805527123848515,-50.0,859.3674571026208
2024-07-01 06:45:00+00:00,68.91,400.0,50.0,553.0811949578962,517.3106862777599,0.21838490307467645,1070.391881235656,861.375,861.375,1,-2.007542897379158,0.9805527123848515,-50.0,859.3674571026208
2024-07-01 07:00:00+00:00,68.91,400.0,50.0,553.0811949578962,517.3106862777599,0.21838490307467645,1070.391881235656,861.375,861.375,1,-2.007542897379158,0.9805527123848515,-50.0,859.3674571026208
2024-07-01 07:15:00+00:00,68.91,400.0,50.0,553.0811949578962,517.3106862777599,0.21838490307467645,1070.391881235656,861.375,861.375,1,-2.007542897379158,0.9805527123848515,-50.0,859.3674571026208
2024-07-01 07:30:00+00:00,68.91,400.0,50.0,553.0811949578962,517.3106862777599,0.21838490307467645,1070.391881235656,861.375,861.375,1,-2.007542897379158,0.9805527123848515,-50.0,859.3674571026208
