dt,price_pln_per_mw_h,mw_procured,mw_available,cap_revenue_band_1,p_cap_weighted,capacity_revenue_baseline,budget_envelope,capacity_revenue_capped,bound_flag,energy_revenue,p_energy,payoff_per_MWh,total_revenue
2024-07-01 06:00:00+00:00,68.91,400.0,75.0,1635.9816490605708,0.23267294564417007,1635.9816490605708,1292.0625,1292.0625,1,11.786542819071736,0.9672466734902764,139.66,1303.8490428190717
2024-07-01 06:15:00+00:00,68.91,400.0,75.0,1635.9816490605708,0.23267294564417007,1635.9816490605708,1292.0625,1292.0625,1,9.583845070412332,0.9672466734902764,113.56,1301.6463450704123
2024-07-01 06:30:00+00:00,68.91,400.0,75.0,1635.9816490605708,0.23267294564417007,1635.9816490605708,1292.0625,1292.0625,1,13.5503889089944,0.9672466734902764,160.56,1305.6128889089944
2024-07-01 06:45:00+00:00,68.91,400.0,75.0,1635.9816490605708,0.23267294564417007,1635.9816490605708,1292.0625,1292.0625,1,9.239515307403506,0.9672466734902764,109.48,1301.3020153074035
2024-07-01 07:00:00+00:00,68.91,400.0,75.0,1635.9816490605708,0.23267294564417007,1635.9816490605708,1292.0625,1292.0625,1,11.77641547310089,0.9672466734902764,139.54000000000002,1303.838915473101
2024-07-01 07:15:00+00:00,68.91,400.0,75.0,1635.9816490605708,0.23267294564417007,1635.9816490605708,1292.0625,1292.0625,1,7.201386930770379,0.9672466734902764,85.33,1299.2638869307705
2024-07-01 07:30:00+00:00,68.91,400.0,75.0,1635.9816490605708,0.23267294564417007,1635.9816490605708,1292.0625,1292.0625,1,8.533132925936869,0.9672466734902764,101.11,1300.5956329259368
2024-07-01 07:45:00+00:00,68.91,400.0,75.0,1635.9816490605708,0.23267294564417007,1635.9816490605708,1292.0625,1292.0625,1,11.751097108173768,0.9672466734902764,139.24,1303.8135971081738
2024-07-01 08:00:00+00:00,68.91,400.0,75.0,1635.9816490605708,0.23267294564417007,1635.9816490605708,1292.0625,1292.0625,1,12.416126160259443,0.9672466734902764,147.12,1304.4786261602594
2024-07-01 08:15:00+00:00,68.91,400.0,75.0,1635.9816490605708,0.23267294564417007,1635.9816490605708,1292.0625,1292.0625,1,11.219411444704257,0.9672466734902764,132.94,1303.2819114447043
2024-07-01 08:30:00+00:00,68.91,400.0,75.0,1635.9816490605708,0.23267294564417007,1635.9816490605708,1292.0625,1292.0625,1,10.6143025229461,0.9672466734902764,125.77,1302.676802522946
2024-07-01 08:45:00+00:00,68.91,400.0,75.0,1635.9816490605708,0.23267294564417007,1635.9816490605708,1292.0625,1292.0625,1,10.222711812073316,0.9672466734902764,121.13,1302.2852118120734
2024-07-01 09:00:00+00:00,68.91,400.0,75.0,1635.9816490605708,0.23267294564417007,1635.9816490605708,1292.0625,1292.0625,1,7.357516847820951,0.9672466734902764,87.18,1299.420016847821
2024-07-01 09:15:00+00:00,68.91,400.0,75.0,1635.9816490605708,0.23267294564417007,1635.9816490605708,1292.0625,1292.0625,1,8.958481456712478,0.9672466734902764,106.15,1301.0209814567124
2024-07-01 09:30:00+00:00,68.91,400.0,75.0,1635.9816490605708,0.23267294564417007,1635.9816490605708,1292.0625,1292.0625,1,9.505358139138261,0.9672466734902764,112.63,1301.5678581391383
2024-07-01 09:45:00+00:00,68.91,400.0,75.0,1635.9816490605708,0.23267294564417007,1635.9816490605708,1292.0625,1292.0625,1,12.707287356921317,0.9672466734902764,150.57,1304.7697873569214
2024-07-01 10:00:00+00:00,68.91,400.0,75.0,1635.9816490605708,0.23267294564417007,1635.9816490605708,1292.0625,1292.0625,1,10.965383849935492,0.9672466734902764,129.93,1303.0278838499355
2024-07-01 10:15:00+00:00,89.49,400.0,75.0,1635.9816490605708,0.23267294564417007,1635.9816490605708,1677.9375,1635.9816490605708,0,6.520322914230862,0.9672466734902764,77.25999999999999,1642.5019719748018
2024-07-01 10:30:00+00:00,89.49,400.0,75.0,1635.9816490605708,0.23267294564417007,1635.9816490605708,1677.9375,1635.9816490605708,0,10.924030520554528,0.9672466734902764,129.44,1646.9056795811252
2024-07-01 10:45:00+00:00,89.49,400.0,75.0,1635.9816490605708,0.23267294564417007,1635.9816490605708,1677.9375,1635.9816490605708,0,9.427715153361762,0.9672466734902764,111.71,1645.4093642139326
2024-07-01 11:00:00+00:00,89.49,400.0,75.0,1635.9816490605708,0.23267294564417007,1635.9816490605708,1677.9375,1635.9816490605708,0,8.71373726241699,0.9672466734902764,103.25,1644.6953863229878
2024-07-01 11:15:00+00:00,88.64,400.0,75.0,1635.9816490605708,0.23267294564417007,1635.9816490605708,1662.0,1635.9816490605708,0,11.432929655589632,0.9672466734902764,135.47,1647.4145787161603
2024-07-01 11:30:00+00:00,88.64,400.0,75.0,1635.9816490605708,0.23267294564417007,1635.9816490605708,1662.0,1635.9816490605708,0,12.317384537043676,0.9672466734902764,145.95,1648.2990335976144
2024-07-01 11:45:00+00:00,88.64,400.0,75.0,1635.9816490605708,0.23267294564417007,1635.9816490605708,1662.0,1635.9816490605708,0,12.107242108148583,0.9672466734902764,143.45999999999998,1648.0888911687193
2024-07-01 12:00:00+00:00,88.64,400.0,75.0,1635.9816490605708,0.23267294564417007,1635.9816490605708,1662.0,1635.9816490605708,0,-0.082706658761924,0.9672466734902764,-0.9800000000000004,1635.8989424018089
2024-07-01 12:15:00+00:00,68.91,400.0,75.0,1635.9816490605708,0.23267294564417007,1635.9816490605708,1292.0625,1292.0625,1,9.474976101225717,0.9672466734902764,112.27,1301.5374761012258
2024-07-01 12:30:00+00:00,68.91,400.0,75.0,1635.9816490605708,0.23267294564417007,1635.9816490605708,1292.0625,1292.0625,1,10.826132842836333,0.9672466734902764,128.28,1302.8886328428364
2024-07-01 12:45:00+00:00,68.91,400.0,75.0,1635.9816490605708,0.23267294564417007,1635.9816490605708,1292.0625,1292.0625,1,12.185729039422654,0.9672466734902764,144.39,1304.2482290394228
2024-07-01 13:00:00+00:00,68.91,400.0,75.0,1635.9816490605708,0.23267294564417007,1635.9816490605708,1292.0625,1292.0625,1,9.10110824580192,0.9672466734902764,107.84,1301.163608245802
2024-07-01 13:15:00+00:00,68.91,400.0,75.0,1635.9816490605708,0.23267294564417007,1635.9816490605708,1292.0625,1292.0625,1,9.720564241018778,0.9672466734902764,115.18,1301.7830642410188
2024-07-01 13:30:00+00:00,68.91,400.0,75.0,1635.9816490605708,0.23267294564417007,1635.9816490605708,1292.0625,1292.0625,1,7.7786456511087065,0.9672466734902764,92.17,1299.8411456511087
2024-07-01 13:45:00+00:00,68.91,400.0,75.0,1635.9816490605708,0.23267294564417007,1635.9816490605708,1292.0625,1292.0625,1,7.588757914155309,0.9672466734902764,89.92,1299.6512579141554
2024-07-01 14:00:00+00:00,68.91,400.0,75.0,1635.9816490605708,0.23267294564417007,1635.9816490605708,1292.0625,1292.0625,1,11.728310579739361,0.9672466734902764,138.97,1303.7908105797394
2024-07-01 14:15:00+00:00,68.91,400.0,75.0,1635.9816490605708,0.23267294564417007,1635.9816490605708,1292.0625,1292.0625,1,0.21689399287565778,0.9672466734902764,2.5700000000000003,1292.2793939928756
2024-07-01 14:30:00+00:00,68.91,400.0,75.0,1635.9816490605708,0.23267294564417007,1635.9816490605708,1292.0625,1292.0625,1,1.4228921089041204,0.9672466734902764,16.86,1293.485392108904
2024-07-01 14:45:00+00:00,68.91,400.0,75.0,1635.9816490605708,0.23267294564417007,1635.9816490605708,1292.0625,1292.0625,1,12.131716527578133,0.9672466734902764,143.75,1304.1942165275782
2024-07-01 15:00:00+00:00,68.91,400.0,75.0,1635.9816490605708,0.23267294564417007,1635.9816490605708,1292.0625,1292.0625,1,10.540879264657454,0.9672466734902764,124.9,1302.6033792646574
2024-07-01 15:15:00+00:00,68.91,400.0,75.0,1635.9816490605708,0.23267294564417007,1635.9816490605708,1292.0625,1292.0625,1,8.41666844727212,0.9672466734902764,99.73,1300.479168447272
2024-07-01 15:30:00+00:00,68.91,400.0,75.0,1635.9816490605708,0.23267294564417007,1635.9816490605708,1292.0625,1292.0625,1,10.540035319159882,0.9672466734902764,124.89,1302.6025353191599
2024-07-01 15:45:00+00:00,68.91,400.0,75.0,1635.9816490605708,0.23267294564417007,1635.9816490605708,1292.0625,1292.0625,1,13.022922973012742,0.9672466734902764,154.31,1305.0854229730128
2024-07-01 16:00:00+00:00,68.91,400.0,75.0,1635.9816490605708,0.23267294564417007,1635.9816490605708,1292.0625,1292.0625,1,9.320534075170288,0.9672466734902764,110.44,1301.3830340751704
2024-07-01 16:15:00+00:00,68.91,400.0,75.0,1635.9816490605708,0.23267294564417007,1635.9816490605708,1292.0625,1292.0625,1,12.698003956448039,0.9672466734902764,150.45999999999998,1304.760503956448
2024-07-01 16:30:00+00:00,68.91,400.0,75.0,1635.9816490605708,0.23267294564417007,1635.9816490605708,1292.0625,1292.0625,1,3.8694901063614426,0.9672466734902764,45.85,1295.9319901063614
2024-07-01 16:45:00+00:00,68.91,400.0,75.0,1635.9816490605708,0.23267294564417007,1635.9816490605708,1292.0625,1292.0625,1,11.130797167459338,0.9672466734902764,131.89,1303.1932971674594
2024-07-01 17:00:00+00:00,68.91,400.0,75.0,1635.9816490605708,0.23267294564417007,1635.9816490605708,1292.0625,1292.0625,1,9.10279613679706,0.9672466734902764,107.86,1301.165296136797
2024-07-01 17:15:00+00:00,68.91,400.0,75.0,1635.9816490605708,0.23267294564417007,1635.9816490605708,1292.0625,1292.0625,1,8.28838873164138,0.9672466734902764,98.21,1300.3508887316414
2024-07-01 17:30:00+00:00,68.91,400.0,75.0,1635.9816490605708,0.23267294564417007,1635.9816490605708,1292.0625,1292.0625,1,9.112923482767908,0.9672466734902764,107.98,1301.1754234827679
2024-07-01 17:45:00+00:00,1000.0,400.0,75.0,1635.9816490605708,0.23267294564417007,1635.9816490605708,18750.0,1635.9816490605708,0,4.7252508408980844,0.9672466734902764,55.989999999999995,1640.706899901469
2024-07-01 18:00:00+00:00,1000.0,400.0,75.0,1635.9816490605708,0.23267294564417007,1635.9816490605708,18750.0,1635.9816490605708,0,-4.683053566019551,0.9672466734902764,-55.489999999999995,1631.2985954945514
2024-07-01 18:15:00+00:00,35.65,400.0,75.0,1635.9816490605708,0.23267294564417007,1635.9816490605708,668.4375,668.4375,1,9.19309830503712,0.9672466734902764,108.93,677.6305983050371
2024-07-01 18:30:00+00:00,1000.0,400.0,75.0,1635.9816490605708,0.23267294564417007,1635.9816490605708,18750.0,1635.9816490605708,0,11.557833589230087,0.9672466734902764,136.95,1647.539482649801
