dt,price_pln_per_mw_h,mw_procured,mw_available,cap_revenue_band_1,capacity_revenue_baseline,budget_envelope,capacity_revenue_capped,bound_flag,total_revenue
2024-07-09 08:15:00+00:00,302.35,400.0,50.0,1106.1623899157923,1106.1623899157923,3779.3750000000005,1106.1623899157923,0,1106.1623899157923
2024-07-09 08:30:00+00:00,302.35,400.0,50.0,1106.1623899157923,1106.1623899157923,3779.3750000000005,1106.1623899157923,0,1106.1623899157923
2024-07-09 08:45:00+00:00,302.35,400.0,50.0,1106.1623899157923,1106.1623899157923,3779.3750000000005,1106.1623899157923,0,1106.1623899157923
2024-07-09 09:00:00+00:00,302.35,400.0,50.0,1106.1623899157923,1106.1623899157923,3779.3750000000005,1106.1623899157923,0,1106.1623899157923
2024-07-09 09:15:00+00:00,302.35,400.0,50.0,1106.1623899157923,1106.1623899157923,3779.3750000000005,1106.1623899157923,0,1106.1623899157923
2024-07-09 09:30:00+00:00,302.35,400.0,50.0,1106.1623899157923,1106.1623899157923,3779.3750000000005,1106.1623899157923,0,1106.1623899157923
2024-07-09 09:45:00+00:00,302.35,400.0,50.0,1106.1623899157923,1106.1623899157923,3779.3750000000005,1106.1623899157923,0,1106.1623899157923
2024-07-09 10:00:00+00:00,302.35,400.0,50.0,1106.1623899157923,1106.1623899157923,3779.3750000000005,1106.1623899157923,0,1106.1623899157923
2024-07-09 10:15:00+00:00,302.35,400.0,50.0,1106.1623899157923,1106.1623899157923,3779.3750000000005,1106.1623899157923,0,1106.1623899157923
2024-07-09 10:30:00+00:00,302.35,400.0,50.0,1106.1623899157923,1106.1623899157923,3779.3750000000005,1106.1623899157923,0,1106.1623899157923
2024-07-09 10:45:00+00:00,302.35,400.0,50.0,1106.1623899157923,1106.1623899157923,3779.3750000000005,1106.1623899157923,0,1106.1623899157923
2024-07-09 11:00:00+00:00,302.35,400.0,50.0,1106.1623899157923,1106.1623899157923,3779.3750000000005,1106.1623899157923,0,1106.1623899157923
2024-07-09 11:15:00+00:00,271.39,400.0,50.0,1106.1623899157923,1106.1623899157923,3392.375,1106.1623899157923,0,1106.1623899157923
2024-07-09 11:30:00+00:00,271.39,400.0,50.0,1106.1623899157923,1106.1623899157923,3392.375,1106.1623899157923,0,1106.1623899157923
2024-07-09 11:45:00+00:00,271.39,400.0,50.0,1106.1623899157923,1106.1623899157923,3392.375,1106.1623899157923,0,1106.1623899157923
2024-07-09 12:00:00+00:00,271.39,400.0,50.0,1106.1623899157923,1106.1623899157923,3392.375,1106.1623899157923,0,1106.1623899157923
2024-07-09 12:15:00+00:00,298.11,400.0,50.0,1106.1623899157923,1106.1623899157923,3726.375,1106.1623899157923,0,1106.1623899157923
2024-07-09 12:30:00+00:00,275.39,400.0,50.0,1106.1623899157923,1106.1623899157923,3442.375,1106.1623899157923,0,1106.1623899157923
2024-07-09 12:45:00+00:00,275.39,400.0,50.0,1106.1623899157923,1106.1623899157923,3442.375,1106.1623899157923,0,1106.1623899157923
2024-07-09 13:00:00+00:00,275.39,400.0,50.0,1106.1623899157923,1106.1623899157923,3442.375,1106.1623899157923,0,1106.1623899157923
2024-07-09 13:15:00+00:00,254.6,400.0,50.0,1106.1623899157923,1106.1623899157923,3182.5,1106.1623899157923,0,1106.1623899157923
2024-07-09 13:30:00+00:00,254.6,400.0,50.0,1106.1623899157923,1106.1623899157923,3182.5,1106.1623899157923,0,1106.1623899157923
2024-07-09 13:45:00+00:00,231.88,400.0,50.0,1106.1623899157923,1106.1623899157923,2898.5,1106.1623899157923,0,1106.1623899157923
2024-07-09 14:00:00+00:00,254.6,400.0,50.0,1106.1623899157923,1106.1623899157923,3182.5,1106.1623899157923,0,1106.1623899157923
