dt,Hours_in_interval,price_pln_per_mw_h,mw_procured,budget_pln_interval,p_accept_exante,val_perMW_h_exante,val_perMW_interval_exante,portfolio_pln_interval_exante_capped,p_accept_expost,val_perMW_h_expost,val_perMW_interval_expost,portfolio_pln_interval_expost_capped,cap_share_pln
2024-06-14 03:15:00+00:00,0.25,467.44,550.0,64273.0,,,,,1.0,67.44,16.86,843.0,5843.0
2024-06-14 03:30:00+00:00,0.25,467.44,550.0,64273.0,,,,,1.0,67.44,16.86,843.0,5843.0
2024-06-14 03:45:00+00:00,0.25,467.44,550.0,64273.0,,,,,1.0,67.44,16.86,843.0,5843.0
2024-06-14 04:00:00+00:00,0.25,467.44,550.0,64273.0,,,,,1.0,67.44,16.86,843.0,5843.0
2024-06-14 04:15:00+00:00,0.25,529.04,550.0,72743.0,,,,,1.0,129.03999999999996,32.25999999999999,1612.9999999999995,6613.0
2024-06-14 04:30:00+00:00,0.25,529.04,550.0,72743.0,,,,,1.0,129.03999999999996,32.25999999999999,1612.9999999999995,6613.0
2024-06-14 04:45:00+00:00,0.25,529.04,550.0,72743.0,,,,,1.0,129.03999999999996,32.25999999999999,1612.9999999999995,6613.0
2024-06-14 05:00:00+00:00,0.25,529.04,550.0,72743.0,,,,,1.0,129.03999999999996,32.25999999999999,1612.9999999999995,6613.0
2024-06-14 05:15:00+00:00,0.25,548.89,550.0,75472.375,,,,,1.0,148.89,37.2225,1861.1249999999998,6861.125
2024-06-14 05:30:00+00:00,0.25,548.89,550.0,75472.375,,,,,1.0,148.89,37.2225,1861.1249999999998,6861.125
2024-06-14 05:45:00+00:00,0.25,548.89,550.0,75472.375,,,,,1.0,148.89,37.2225,1861.1249999999998,6861.125
2024-06-14 06:00:00+00:00,0.25,548.89,550.0,75472.375,,,,,1.0,148.89,37.2225,1861.1249999999998,6861.125
2024-06-14 06:15:00+00:00,0.25,493.12,550.0,67804.0,,,,,1.0,93.12,23.28,1164.0,6164.0
2024-06-14 06:30:00+00:00,0.25,493.12,550.0,67804.0,,,,,1.0,93.12,23.28,1164.0,6164.0
2024-06-14 06:45:00+00:00,0.25,493.12,550.0,67804.0,,,,,1.0,93.12,23.28,1164.0,6164.0
2024-06-14 07:00:00+00:00,0.25,493.12,550.0,67804.0,,,,,1.0,93.12,23.28,1164.0,6164.0
2024-06-14 07:15:00+00:00,0.25,462.51,550.0,63595.125,,,,,1.0,62.50999999999999,15.627499999999998,781.3749999999999,5781.375
2024-06-14 07:30:00+00:00,0.25,462.51,550.0,63595.125,,,,,1.0,62.50999999999999,15.627499999999998,781.3749999999999,5781.375
2024-06-14 07:45:00+00:00,0.25,462.51,550.0,63595.125,,,,,1.0,62.50999999999999,15.627499999999998,781.3749999999999,5781.375
2024-06-14 08:00:00+00:00,0.25,1000.0,550.0,137500.0,,,,,1.0,600.0,150.0,7500.0,12500.0
2024-06-14 08:15:00+00:00,0.25,1000.0,550.0,137500.0,,,,,1.0,600.0,150.0,7500.0,12500.0
2024-06-14 08:30:00+00:00,0.25,1000.0,550.0,137500.0,,,,,1.0,600.0,150.0,7500.0,12500.0
2024-06-14 08:45:00+00:00,0.25,1000.0,550.0,137500.0,,,,,1.0,600.0,150.0,7500.0,12500.0
2024-06-14 09:00:00+00:00,0.25,1000.0,550.0,137500.0,,,,,1.0,600.0,150.0,7500.0,12500.0
2024-06-14 09:15:00+00:00,0.25,1000.0,550.0,137500.0,,,,,1.0,600.0,150.0,7500.0,12500.0
2024-06-14 09:30:00+00:00,0.25,1000.0,550.0,137500.0,,,,,1.0,600.0,150.0,7500.0,12500.0
2024-06-14 09:45:00+00:00,0.25,1000.0,550.0,137500.0,,,,,1.0,600.0,150.0,7500.0,12500.0
2024-06-14 10:00:00+00:00,0.25,1000.0,550.0,137500.0,,,,,1.0,600.0,150.0,7500.0,12500.0
2024-06-14 10:15:00+00:00,0.25,1000.0,550.0,137500.0,,,,,1.0,600.0,150.0,7500.0,12500.0
2024-06-14 10:30:00+00:00,0.25,1000.0,550.0,137500.0,,,,,1.0,600.0,150.0,7500.0,12500.0
2024-06-14 10:45:00+00:00,0.25,1000.0,550.0,137500.0,,,,,1.0,600.0,150.0,7500.0,12500.0
2024-06-14 11:00:00+00:00,0.25,1000.0,550.0,137500.0,,,,,1.0,600.0,150.0,7500.0,12500.0
2024-06-14 11:15:00+00:00,0.25,1000.0,550.0,137500.0,,,,,1.0,600.0,150.0,7500.0,12500.0
2024-06-14 11:30:00+00:00,0.25,1000.0,550.0,137500.0,,,,,1.0,600.0,150.0,7500.0,12500.0
2024-06-14 11:45:00+00:00,0.25,1000.0,550.0,137500.0,,,,,1.0,600.0,150.0,7500.0,12500.0
2024-06-14 12:00:00+00:00,0.25,444.39,550.0,61103.625,,,,,1.0,44.389999999999986,11.097499999999997,554.8749999999998,5554.875
2024-06-14 12:15:00+00:00,0.25,1000.0,550.0,137500.0,,,,,1.0,600.0,150.0,7500.0,12500.0
2024-06-14 12:30:00+00:00,0.25,448.53,550.0,61672.87499999999,,,,,1.0,48.52999999999997,12.132499999999993,606.6249999999997,5606.624999999999
2024-06-14 12:45:00+00:00,0.25,448.53,550.0,61672.87499999999,,,,,1.0,48.52999999999997,12.132499999999993,606.6249999999997,5606.624999999999
2024-06-14 13:00:00+00:00,0.25,448.53,550.0,61672.87499999999,,,,,1.0,48.52999999999997,12.132499999999993,606.6249999999997,5606.624999999999
2024-06-14 13:15:00+00:00,0.25,434.1,550.0,59688.75,,,,,1.0,34.10000000000002,8.525000000000006,426.2500000000003,5426.25
2024-06-14 13:30:00+00:00,0.25,434.1,550.0,59688.75,,,,,1.0,34.10000000000002,8.525000000000006,426.2500000000003,5426.25
2024-06-14 13:45:00+00:00,0.25,434.1,550.0,59688.75,,,,,1.0,34.10000000000002,8.525000000000006,426.2500000000003,5426.25
2024-06-14 14:00:00+00:00,0.25,434.1,550.0,59688.75,,,,,1.0,34.10000000000002,8.525000000000006,426.2500000000003,5426.25
2024-06-14 14:15:00+00:00,0.25,412.79,550.0,56758.625,,,,,1.0,12.79000000000002,3.197500000000005,159.87500000000026,5159.875
2024-06-14 14:30:00+00:00,0.25,412.79,550.0,56758.625,,,,,1.0,12.79000000000002,3.197500000000005,159.87500000000026,5159.875
2024-06-14 14:45:00+00:00,0.25,412.79,550.0,56758.625,,,,,1.0,12.79000000000002,3.197500000000005,159.87500000000026,5159.875
2024-06-14 15:00:00+00:00,0.25,412.79,550.0,56758.625,,,,,1.0,12.79000000000002,3.197500000000005,159.87500000000026,5159.875
2024-06-14 15:15:00+00:00,0.25,363.71,550.0,50010.125,,,,,0.0,0.0,0.0,0.0,4546.375
2024-06-14 15:30:00+00:00,0.25,363.71,550.0,50010.125,,,,,0.0,0.0,0.0,0.0,4546.375
2024-06-14 15:45:00+00:00,0.25,363.71,550.0,50010.125,,,,,0.0,0.0,0.0,0.0,4546.375
2024-06-14 16:00:00+00:00,0.25,363.71,550.0,50010.125,,,,,0.0,0.0,0.0,0.0,4546.375
2024-06-14 16:15:00+00:00,0.25,569.85,550.0,78354.375,,,,,1.0,169.85000000000002,42.462500000000006,2123.1250000000005,7123.125
2024-06-14 16:30:00+00:00,0.25,569.85,550.0,78354.375,,,,,1.0,169.85000000000002,42.462500000000006,2123.1250000000005,7123.125
2024-06-14 16:45:00+00:00,0.25,569.85,550.0,78354.375,,,,,1.0,169.85000000000002,42.462500000000006,2123.1250000000005,7123.125
2024-06-14 17:00:00+00:00,0.25,569.85,550.0,78354.375,,,,,1.0,169.85000000000002,42.462500000000006,2123.1250000000005,7123.125
2024-06-14 17:15:00+00:00,0.25,626.43,550.0,86134.125,,,,,1.0,226.42999999999995,56.60749999999999,2830.3749999999995,7830.375
2024-06-14 17:30:00+00:00,0.25,626.43,550.0,86134.125,,,,,1.0,226.42999999999995,56.60749999999999,2830.3749999999995,7830.375
2024-06-14 17:45:00+00:00,0.25,626.43,550.0,86134.125,,,,,1.0,226.42999999999995,56.60749999999999,2830.3749999999995,7830.375
2024-06-14 18:00:00+00:00,0.25,626.43,550.0,86134.125,,,,,1.0,226.42999999999995,56.60749999999999,2830.3749999999995,7830.375
2024-06-14 18:15:00+00:00,0.25,665.23,550.0,91469.125,,,,,1.0,265.23,66.3075,3315.375,8315.375
2024-06-14 18:30:00+00:00,0.25,665.23,550.0,91469.125,,,,,1.0,265.23,66.3075,3315.375,8315.375
2024-06-14 18:45:00+00:00,0.25,665.23,550.0,91469.125,,,,,1.0,265.23,66.3075,3315.375,8315.375
2024-06-14 19:00:00+00:00,0.25,665.23,550.0,91469.125,,,,,1.0,265.23,66.3075,3315.375,8315.375
2024-06-14 19:15:00+00:00,0.25,634.66,550.0,87265.75,,,,,1.0,234.65999999999997,58.66499999999999,2933.2499999999995,7933.25
2024-06-14 19:30:00+00:00,0.25,634.66,550.0,87265.75,,,,,1.0,234.65999999999997,58.66499999999999,2933.2499999999995,7933.25
2024-06-14 19:45:00+00:00,0.25,634.66,550.0,87265.75,,,,,1.0,234.65999999999997,58.66499999999999,2933.2499999999995,7933.25
2024-06-14 20:00:00+00:00,0.25,634.66,550.0,87265.75,,,,,1.0,234.65999999999997,58.66499999999999,2933.2499999999995,7933.25
2024-06-14 20:15:00+00:00,0.25,569.27,550.0,78274.625,,,,,1.0,169.26999999999998,42.317499999999995,2115.875,7115.875
2024-06-14 20:30:00+00:00,0.25,569.27,550.0,78274.625,,,,,1.0,169.26999999999998,42.317499999999995,2115.875,7115.875
2024-06-14 20:45:00+00:00,0.25,569.27,550.0,78274.625,,,,,1.0,169.26999999999998,42.317499999999995,2115.875,7115.875
2024-06-14 21:00:00+00:00,0.25,569.27,550.0,78274.625,,,,,1.0,169.26999999999998,42.317499999999995,2115.875,7115.875
2024-06-14 21:15:00+00:00,0.25,507.85,550.0,69829.375,,,,,1.0,107.85000000000002,26.962500000000006,1348.1250000000002,6348.125
2024-06-14 21:30:00+00:00,0.25,507.85,550.0,69829.375,,,,,1.0,107.85000000000002,26.962500000000006,1348.1250000000002,6348.125
2024-06-14 21:45:00+00:00,0.25,507.85,550.0,69829.375,,,,,1.0,107.85000000000002,26.962500000000006,1348.1250000000002,6348.125
2024-06-14 22:00:00+00:00,0.25,507.85,550.0,69829.375,,,,,1.0,107.85000000000002,26.962500000000006,1348.1250000000002,6348.125
2024-06-14 22:15:00+00:00,0.25,422.03,550.0,58029.12499999999,,,,,1.0,22.029999999999973,5.507499999999993,275.37499999999966,5275.374999999999
2024-06-14 22:30:00+00:00,0.25,422.03,550.0,58029.12499999999,,,,,1.0,22.029999999999973,5.507499999999993,275.37499999999966,5275.374999999999
2024-06-14 22:45:00+00:00,0.25,134.36,550.0,18474.500000000004,,,,,0.0,0.0,0.0,0.0,1679.5000000000005
2024-06-14 23:00:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-14 23:15:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-14 23:30:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-14 23:45:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-15 00:00:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-15 00:15:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-15 00:30:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-15 00:45:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-15 01:00:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-15 01:15:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-15 01:30:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-15 01:45:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-15 02:00:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-15 02:15:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-15 02:30:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-15 02:45:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-15 03:00:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-15 03:15:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-15 03:30:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-15 03:45:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-15 04:00:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-15 04:15:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-15 04:30:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-15 04:45:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-15 05:00:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-15 05:15:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-15 05:30:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-15 05:45:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-15 06:00:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-15 06:15:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-15 06:30:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-15 06:45:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-15 07:00:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-15 07:15:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-15 07:30:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-15 07:45:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-15 08:00:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-15 08:15:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-15 08:30:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-15 08:45:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-15 09:00:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-15 09:15:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-15 09:30:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-15 09:45:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-15 10:00:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-15 10:15:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-15 10:30:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-15 10:45:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-15 11:00:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-15 11:15:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-15 11:30:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-15 11:45:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-15 12:00:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-15 12:15:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-15 12:30:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-15 12:45:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-15 13:00:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-15 13:15:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-15 13:30:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-15 13:45:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-15 14:00:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-15 14:15:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-15 14:30:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-15 14:45:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-15 15:00:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-15 15:15:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-15 15:30:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-15 15:45:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-15 16:00:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-15 16:15:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-15 16:30:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-15 16:45:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-15 17:00:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-15 17:15:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-15 17:30:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-15 17:45:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-15 18:00:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-15 18:15:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-15 18:30:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-15 18:45:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-15 19:00:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-15 19:15:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-15 19:30:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-15 19:45:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-15 20:00:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-15 20:15:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-15 20:30:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-15 20:45:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-15 21:00:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-15 21:15:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-15 21:30:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-15 21:45:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-15 22:00:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-15 22:15:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-15 22:30:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-15 22:45:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-15 23:00:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-15 23:15:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-15 23:30:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-15 23:45:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-16 00:00:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-16 00:15:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-16 00:30:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-16 00:45:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-16 01:00:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-16 01:15:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-16 01:30:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-16 01:45:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-16 02:00:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-16 02:15:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-16 02:30:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-16 02:45:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-16 03:00:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-16 03:15:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-16 03:30:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-16 03:45:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-16 04:00:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-16 04:15:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-16 04:30:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-16 04:45:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-16 05:00:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-16 05:15:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-16 05:30:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-16 05:45:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-16 06:00:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-16 06:15:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-16 06:30:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-16 06:45:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-16 07:00:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-16 07:15:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-16 07:30:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-16 07:45:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-16 08:00:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-16 08:15:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-16 08:30:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-16 08:45:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-16 09:00:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-16 09:15:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-16 09:30:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-16 09:45:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-16 10:00:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-16 10:15:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-16 10:30:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-16 10:45:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-16 11:00:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-16 11:15:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-16 11:30:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-16 11:45:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-16 12:00:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-16 12:15:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-16 12:30:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-16 12:45:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-16 13:00:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-16 13:15:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-16 13:30:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-16 13:45:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-16 14:00:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-16 14:15:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-16 14:30:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-16 14:45:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-16 15:00:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-16 15:15:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-16 15:30:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-16 15:45:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-16 16:00:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-16 16:15:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-16 16:30:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-16 16:45:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-16 17:00:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-16 17:15:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-16 17:30:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-16 17:45:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-16 18:00:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-16 18:15:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-16 18:30:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-16 18:45:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-16 19:00:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-16 19:15:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-16 19:30:00+00:00,0.25,,400.0,,,,,,0.0,,,,
2024-06-16 19:45:00+00:00,0.25,,400.0,,,,,,0.0,,,,
