dt,mw_procured,Hours_in_interval,mw_available,revenue_band_1,capacity_revenue_baseline,price_pln_per_mw_h,budget_envelope,capacity_revenue_capped,bound_flag,p_acc_K1
2024-07-01 11:30:00+00:00,400.0,0.25,50.0,861.4919490819186,861.4919490819186,88.64,1108.0,861.4919490819186,0,0.22973118642184498
2024-07-01 11:45:00+00:00,400.0,0.25,50.0,1142.9703722686818,1142.9703722686818,88.64,1108.0,1108.0,1,0.3047920992716485
2024-07-01 12:00:00+00:00,400.0,0.25,50.0,834.0705038374505,834.0705038374505,88.64,1108.0,834.0705038374505,0,0.22241880102332012
2024-07-01 12:15:00+00:00,400.0,0.25,50.0,585.7173971182685,585.7173971182685,68.91,861.375,585.7173971182685,0,0.15619130589820496
2024-07-01 12:30:00+00:00,400.0,0.25,50.0,585.8072479409208,585.8072479409208,68.91,861.375,585.8072479409208,0,0.15621526611757885
2024-07-01 12:45:00+00:00,400.0,0.25,50.0,584.950261728076,584.950261728076,68.91,861.375,584.950261728076,0,0.15598673646082029
2024-07-01 13:00:00+00:00,400.0,0.25,50.0,584.950261728076,584.950261728076,68.91,861.375,584.950261728076,0,0.15598673646082029
2024-07-01 13:15:00+00:00,400.0,0.25,50.0,735.5631578666926,735.5631578666926,68.91,861.375,735.5631578666926,0,0.196150175431118
2024-07-01 13:30:00+00:00,400.0,0.25,50.0,735.5631578666926,735.5631578666926,68.91,861.375,735.5631578666926,0,0.196150175431118
2024-07-01 13:45:00+00:00,400.0,0.25,50.0,734.6745019677718,734.6745019677718,68.91,861.375,734.6745019677718,0,0.19591320052473915
2024-07-01 14:00:00+00:00,400.0,0.25,50.0,734.6087502324225,734.6087502324225,68.91,861.375,734.6087502324225,0,0.195895666728646
2024-07-01 14:15:00+00:00,400.0,0.25,50.0,240.0827220411389,240.0827220411389,68.91,861.375,240.0827220411389,0,0.06402205921097037
2024-07-01 14:30:00+00:00,400.0,0.25,50.0,240.0827220411389,240.0827220411389,68.91,861.375,240.0827220411389,0,0.06402205921097037
2024-07-01 14:45:00+00:00,400.0,0.25,50.0,240.03571570032162,240.03571570032162,68.91,861.375,240.03571570032162,0,0.06400952418675243
2024-07-01 15:00:00+00:00,400.0,0.25,50.0,239.5368918022034,239.5368918022034,68.91,861.375,239.5368918022034,0,0.06387650448058757
2024-07-01 15:15:00+00:00,400.0,0.25,50.0,126.46565196859527,126.46565196859527,68.91,861.375,126.46565196859527,0,0.03372417385829207
2024-07-01 15:30:00+00:00,400.0,0.25,50.0,126.37433339478297,126.37433339478297,68.91,861.375,126.37433339478297,0,0.03369982223860879
2024-07-01 15:45:00+00:00,400.0,0.25,50.0,126.19083600312233,126.19083600312233,68.91,861.375,126.19083600312233,0,0.03365088960083262
2024-07-01 16:00:00+00:00,400.0,0.25,50.0,125.74757580365996,125.74757580365996,68.91,861.375,125.74757580365996,0,0.03353268688097599
2024-07-01 16:15:00+00:00,400.0,0.25,50.0,9.381191888157419,9.381191888157419,68.91,861.375,9.381191888157419,0,0.002501651170175312
2024-07-01 16:30:00+00:00,400.0,0.25,50.0,9.378883714606795,9.378883714606795,68.91,861.375,9.378883714606795,0,0.0025010356572284786
2024-07-01 16:45:00+00:00,400.0,0.25,50.0,267.6076711245513,267.6076711245513,68.91,861.375,267.6076711245513,0,0.07136204563321369
2024-07-01 17:00:00+00:00,400.0,0.25,50.0,186.87467479108085,186.87467479108085,68.91,861.375,186.87467479108085,0,0.049833246610954895
2024-07-01 17:15:00+00:00,400.0,0.25,50.0,659.917956043478,659.917956043478,68.91,861.375,659.917956043478,0,0.1759781216115941
2024-07-01 17:30:00+00:00,400.0,0.25,50.0,118.89064826133236,118.89064826133236,68.91,861.375,118.89064826133236,0,0.03170417286968863
2024-07-01 17:45:00+00:00,400.0,0.25,50.0,51.33606024624662,51.33606024624662,1000.0,12500.0,51.33606024624662,0,0.013689616065665766
2024-07-01 18:00:00+00:00,400.0,0.25,50.0,14.256385972596236,14.256385972596236,1000.0,12500.0,14.256385972596236,0,0.003801702926025663
2024-07-01 18:15:00+00:00,400.0,0.25,50.0,12.52298810711025,12.52298810711025,35.65,445.625,12.52298810711025,0,0.0033394634952294
2024-07-01 18:30:00+00:00,400.0,0.25,50.0,12.52298810711025,12.52298810711025,1000.0,12500.0,12.52298810711025,0,0.0033394634952294
2024-07-01 18:45:00+00:00,400.0,0.25,50.0,12.515367893015522,12.515367893015522,1000.0,12500.0,12.515367893015522,0,0.0033374314381374726
2024-07-01 19:00:00+00:00,400.0,0.25,50.0,11.124673252687067,11.124673252687067,1000.0,12500.0,11.124673252687067,0,0.0029665795340498846
2024-07-01 19:15:00+00:00,400.0,0.25,50.0,49.07498527898985,49.07498527898985,1000.0,12500.0,49.07498527898985,0,0.013086662741063959
2024-07-01 19:30:00+00:00,400.0,0.25,50.0,64.84307714809262,64.84307714809262,1000.0,12500.0,64.84307714809262,0,0.017291487239491365
2024-07-01 19:45:00+00:00,400.0,0.25,50.0,65.60735966105777,65.60735966105777,1000.0,12500.0,65.60735966105777,0,0.017495295909615405
2024-07-01 20:00:00+00:00,400.0,0.25,50.0,226.79977673024348,226.79977673024348,1000.0,12500.0,226.79977673024348,0,0.06047994046139826
2024-07-01 20:15:00+00:00,400.0,0.25,50.0,302.9439854689481,302.9439854689481,1000.0,12500.0,302.9439854689481,0,0.08078506279171949
2024-07-01 20:30:00+00:00,400.0,0.25,50.0,288.62051533924796,288.62051533924796,1000.0,12500.0,288.62051533924796,0,0.07696547075713278
2024-07-01 20:45:00+00:00,400.0,0.25,50.0,573.6323835392193,573.6323835392193,1000.0,12500.0,573.6323835392193,0,0.15296863561045848
2024-07-01 21:00:00+00:00,400.0,0.25,50.0,824.012245463263,824.012245463263,1000.0,12500.0,824.012245463263,0,0.21973659879020346
2024-07-01 21:15:00+00:00,400.0,0.25,50.0,577.0628578246101,577.0628578246101,71.89,898.625,577.0628578246101,0,0.15388342875322936
2024-07-01 21:30:00+00:00,400.0,0.25,50.0,642.6199255974685,642.6199255974685,71.89,898.625,642.6199255974685,0,0.17136531349265827
2024-07-01 21:45:00+00:00,400.0,0.25,50.0,944.3155727643185,944.3155727643185,71.89,898.625,898.625,1,0.25181748607048493
2024-07-01 22:00:00+00:00,400.0,0.25,50.0,537.924519223711,537.924519223711,71.89,898.625,537.924519223711,0,0.14344653845965627
2024-07-01 22:15:00+00:00,400.0,0.25,50.0,442.0131936021537,442.0131936021537,160.13,2001.625,442.0131936021537,0,0.11787018496057433
