dt,price_pln_per_mw_h,mw_procured,CEN,COR,CSDAC,CEB_SR,Hours_in_interval,T_years,budget_pln_interval,exante_option_value_per_mw,exante_p_accept,exante_pln_per_mw_interval,exante_pln_portfolio_baseline,exante_pln_portfolio_capped
2024-07-02 10:30:00+00:00,1000.0,400.0,619.99,10.0,314.19,619.99,0.25,2.8519279032626055e-05,100000.0,900.0,1.0,225.0,112500.0,100000.0
2024-07-02 10:45:00+00:00,1000.0,400.0,649.34,10.0,314.19,649.34,0.25,2.8519279032626055e-05,100000.0,900.0,1.0,225.0,112500.0,100000.0
2024-07-02 11:00:00+00:00,1000.0,400.0,644.99,10.0,314.19,644.99,0.25,2.8519279032626055e-05,100000.0,900.0,1.0,225.0,112500.0,100000.0
2024-07-02 11:15:00+00:00,1000.0,400.0,601.99,10.0,305.34,601.99,0.25,2.8519279032626055e-05,100000.0,900.0,1.0,225.0,112500.0,100000.0
2024-07-02 11:30:00+00:00,1000.0,400.0,585.84,10.0,305.34,585.84,0.25,2.8519279032626055e-05,100000.0,900.0,1.0,225.0,112500.0,100000.0
2024-07-02 11:45:00+00:00,1000.0,400.0,467.94,10.0,305.34,467.94,0.25,2.8519279032626055e-05,100000.0,900.0,1.0,225.0,112500.0,100000.0
2024-07-02 12:00:00+00:00,1000.0,400.0,434.99,10.0,305.34,434.99,0.25,2.8519279032626055e-05,100000.0,900.0,1.0,225.0,112500.0,100000.0
2024-07-02 12:15:00+00:00,1000.0,400.0,423.99,10.0,274.95,423.99,0.25,2.8519279032626055e-05,100000.0,900.0,1.0,225.0,112500.0,100000.0
2024-07-02 12:30:00+00:00,1000.0,400.0,421.99,10.0,274.95,421.99,0.25,2.8519279032626055e-05,100000.0,900.0,1.0,225.0,112500.0,100000.0
2024-07-02 12:45:00+00:00,1000.0,400.0,420.47,10.0,274.95,420.47,0.25,2.8519279032626055e-05,100000.0,900.0,1.0,225.0,112500.0,100000.0
2024-07-02 13:00:00+00:00,1000.0,400.0,409.99,0.0,274.95,409.99,0.25,2.8519279032626055e-05,100000.0,900.0,1.0,225.0,112500.0,100000.0
2024-07-02 13:15:00+00:00,1000.0,400.0,290.55,0.0,290.55,427.72,0.25,2.8519279032626055e-05,100000.0,900.0,1.0,225.0,112500.0,100000.0
2024-07-02 13:30:00+00:00,1000.0,400.0,290.55,0.0,290.55,473.55,0.25,2.8519279032626055e-05,100000.0,900.0,1.0,225.0,112500.0,100000.0
2024-07-02 13:45:00+00:00,1000.0,400.0,290.55,0.0,290.55,513.9,0.25,2.8519279032626055e-05,100000.0,900.0,1.0,225.0,112500.0,100000.0
2024-07-02 14:00:00+00:00,1000.0,400.0,290.55,0.0,290.55,489.52,0.25,2.8519279032626055e-05,100000.0,900.0,1.0,225.0,112500.0,100000.0
2024-07-02 14:15:00+00:00,1000.0,400.0,343.5,0.0,343.5,428.44,0.25,2.8519279032626055e-05,100000.0,900.0,1.0,225.0,112500.0,100000.0
2024-07-02 14:30:00+00:00,1000.0,400.0,343.5,10.0,343.5,438.44,0.25,2.8519279032626055e-05,100000.0,900.0,1.0,225.0,112500.0,100000.0
2024-07-02 14:45:00+00:00,1000.0,400.0,343.5,10.0,343.5,755.0,0.25,2.8519279032626055e-05,100000.0,900.0,1.0,225.0,112500.0,100000.0
2024-07-02 15:00:00+00:00,1000.0,400.0,367.12,10.0,343.5,367.12,0.25,2.8519279032626055e-05,100000.0,900.0,1.0,225.0,112500.0,100000.0
2024-07-02 15:15:00+00:00,1000.0,400.0,396.0,0.0,409.39,396.0,0.25,2.8519279032626055e-05,100000.0,900.0,1.0,225.0,112500.0,100000.0
2024-07-02 15:30:00+00:00,1000.0,400.0,383.49,0.0,409.39,383.49,0.25,2.8519279032626055e-05,100000.0,900.0,1.0,225.0,112500.0,100000.0
2024-07-02 15:45:00+00:00,1000.0,400.0,400.0,0.0,409.39,400.0,0.25,2.8519279032626055e-05,100000.0,900.0,1.0,225.0,112500.0,100000.0
2024-07-02 16:00:00+00:00,1000.0,400.0,409.39,0.0,409.39,357.13,0.25,2.8519279032626055e-05,100000.0,900.0,1.0,225.0,112500.0,100000.0
2024-07-02 16:15:00+00:00,1000.0,400.0,380.33,0.0,753.63,380.33,0.25,2.8519279032626055e-05,100000.0,900.0,1.0,225.0,112500.0,100000.0
2024-07-02 16:30:00+00:00,161.4,400.0,273.28,0.0,753.63,273.28,0.25,2.8519279032626055e-05,16140.0,61.400000000000006,1.0,15.350000000000001,7675.000000000001,7675.000000000001
2024-07-02 16:45:00+00:00,161.4,400.0,445.36,0.0,753.63,445.36,0.25,2.8519279032626055e-05,16140.0,61.400000000000006,1.0,15.350000000000001,7675.000000000001,7675.000000000001
2024-07-02 17:00:00+00:00,161.4,400.0,745.0,0.0,753.63,745.0,0.25,2.8519279032626055e-05,16140.0,61.400000000000006,1.0,15.350000000000001,7675.000000000001,7675.000000000001
2024-07-02 17:15:00+00:00,217.16,400.0,386.64,0.0,487.28,386.64,0.25,2.8519279032626055e-05,21716.0,117.16,1.0,29.29,14645.0,14645.0
2024-07-02 17:30:00+00:00,68.89,400.0,403.89,0.0,487.28,403.89,0.25,2.8519279032626055e-05,6889.0,0.0,0.0,0.0,0.0,0.0
2024-07-02 17:45:00+00:00,68.89,400.0,449.86,0.0,487.28,449.86,0.25,2.8519279032626055e-05,6889.0,0.0,0.0,0.0,0.0,0.0
2024-07-02 18:00:00+00:00,68.89,400.0,487.28,0.0,487.28,613.81,0.25,2.8519279032626055e-05,6889.0,0.0,0.0,0.0,0.0,0.0
2024-07-02 18:15:00+00:00,68.89,400.0,483.03,0.0,607.67,483.03,0.25,2.8519279032626055e-05,6889.0,0.0,0.0,0.0,0.0,0.0
2024-07-02 18:30:00+00:00,14.57,400.0,449.86,0.0,607.67,449.86,0.25,2.8519279032626055e-05,1457.0,0.0,0.0,0.0,0.0,0.0
2024-07-02 18:45:00+00:00,285.92,400.0,490.42,0.0,607.67,490.42,0.25,2.8519279032626055e-05,28592.0,185.92000000000002,1.0,46.480000000000004,23240.000000000004,23240.000000000004
2024-07-02 19:00:00+00:00,285.92,400.0,539.52,0.0,607.67,539.52,0.25,2.8519279032626055e-05,28592.0,185.92000000000002,1.0,46.480000000000004,23240.000000000004,23240.000000000004
2024-07-02 19:15:00+00:00,264.54,400.0,485.26,10.0,485.26,492.84,0.25,2.8519279032626055e-05,26454.000000000004,164.54000000000002,1.0,41.135000000000005,20567.500000000004,20567.500000000004
2024-07-02 19:30:00+00:00,264.54,400.0,467.23,10.0,485.26,467.23,0.25,2.8519279032626055e-05,26454.000000000004,164.54000000000002,1.0,41.135000000000005,20567.500000000004,20567.500000000004
2024-07-02 19:45:00+00:00,264.54,400.0,399.84,10.0,485.26,399.84,0.25,2.8519279032626055e-05,26454.000000000004,164.54000000000002,1.0,41.135000000000005,20567.500000000004,20567.500000000004
2024-07-02 20:00:00+00:00,264.54,400.0,339.06,10.0,485.26,339.06,0.25,2.8519279032626055e-05,26454.000000000004,164.54000000000002,1.0,41.135000000000005,20567.500000000004,20567.500000000004
2024-07-02 20:15:00+00:00,192.35,400.0,387.18,10.0,514.31,387.18,0.25,2.8519279032626055e-05,19235.0,92.35,1.0,23.0875,11543.75,11543.75
2024-07-02 20:30:00+00:00,192.35,400.0,345.46,10.0,514.31,345.46,0.25,2.8519279032626055e-05,19235.0,92.35,1.0,23.0875,11543.75,11543.75
2024-07-02 20:45:00+00:00,192.35,400.0,247.97,0.0,514.31,247.97,0.25,2.8519279032626055e-05,19235.0,92.35,1.0,23.0875,11543.75,11543.75
2024-07-02 21:00:00+00:00,192.35,400.0,136.07,0.0,514.31,136.07,0.25,2.8519279032626055e-05,19235.0,92.35,1.0,23.0875,11543.75,11543.75
2024-07-02 21:15:00+00:00,156.51,400.0,445.46,10.0,445.46,465.0,0.25,2.8519279032626055e-05,15651.0,56.50999999999999,1.0,14.127499999999998,7063.749999999999,7063.749999999999
2024-07-02 21:30:00+00:00,156.51,400.0,445.46,10.0,445.46,492.84,0.25,2.8519279032626055e-05,15651.0,56.50999999999999,1.0,14.127499999999998,7063.749999999999,7063.749999999999
2024-07-02 21:45:00+00:00,156.51,400.0,445.46,0.0,445.46,453.0,0.25,2.8519279032626055e-05,15651.0,56.50999999999999,1.0,14.127499999999998,7063.749999999999,7063.749999999999
2024-07-02 22:00:00+00:00,156.51,400.0,288.89,0.0,445.46,288.89,0.25,2.8519279032626055e-05,15651.0,56.50999999999999,1.0,14.127499999999998,7063.749999999999,7063.749999999999
2024-07-02 22:15:00+00:00,41.62,400.0,437.0,10.0,450.0,437.0,0.25,2.8519279032626055e-05,4162.0,0.0,0.0,0.0,0.0,0.0
2024-07-02 22:30:00+00:00,59.4,400.0,450.0,10.0,450.0,317.7,0.25,2.8519279032626055e-05,5940.0,0.0,0.0,0.0,0.0,0.0
2024-07-02 22:45:00+00:00,59.4,400.0,435.0,10.0,450.0,435.0,0.25,2.8519279032626055e-05,5940.0,0.0,0.0,0.0,0.0,0.0
2024-07-02 23:00:00+00:00,59.4,400.0,377.34,0.0,450.0,377.34,0.25,2.8519279032626055e-05,5940.0,0.0,0.0,0.0,0.0,0.0
2024-07-02 23:15:00+00:00,165.4,400.0,325.26,0.0,400.01,325.26,0.25,2.8519279032626055e-05,16540.0,65.4,1.0,16.35,8175.000000000001,8175.000000000001
2024-07-02 23:30:00+00:00,114.75,400.0,323.0,0.0,400.01,323.0,0.25,2.8519279032626055e-05,11475.0,14.75,1.0,3.6875,1843.75,1843.75
2024-07-02 23:45:00+00:00,114.75,400.0,321.15,0.0,400.01,321.15,0.25,2.8519279032626055e-05,11475.0,14.75,1.0,3.6875,1843.75,1843.75
2024-07-03 00:00:00+00:00,114.75,400.0,321.0,0.0,400.01,321.0,0.25,2.8519279032626055e-05,11475.0,14.75,1.0,3.6875,1843.75,1843.75
2024-07-03 00:15:00+00:00,100.58,400.0,317.0,0.0,400.79,317.0,0.25,2.8519279032626055e-05,10058.0,0.6075620309354122,0.890142576162813,0.15189050773385304,75.94525386692652,75.94525386692652
2024-07-03 00:30:00+00:00,100.58,400.0,315.0,0.0,400.79,315.0,0.25,2.8519279032626055e-05,10058.0,0.6075620304535789,0.8901426079739744,0.15189050761339473,75.94525380669737,75.94525380669737
2024-07-03 00:45:00+00:00,100.58,400.0,315.0,0.0,400.79,315.0,0.25,2.8519279032626055e-05,10058.0,0.6075620304535789,0.8901426079739744,0.15189050761339473,75.94525380669737,75.94525380669737
2024-07-03 01:00:00+00:00,101.56,400.0,272.21,0.0,400.79,272.21,0.25,2.8519279032626055e-05,10156.0,1.5600914931632133,0.9993784748363806,0.3900228732908033,195.01143664540166,195.01143664540166
2024-07-03 01:15:00+00:00,106.16,400.0,273.28,0.0,399.53,273.28,0.25,2.8519279032626055e-05,10616.0,6.159999999999997,1.0,1.5399999999999991,769.9999999999995,769.9999999999995
2024-07-03 01:30:00+00:00,41.62,400.0,308.4,0.0,399.53,308.4,0.25,2.8519279032626055e-05,4162.0,0.0,0.0,0.0,0.0,0.0
2024-07-03 01:45:00+00:00,41.62,400.0,310.4,0.0,399.53,310.4,0.25,2.8519279032626055e-05,4162.0,0.0,0.0,0.0,0.0,0.0
2024-07-03 02:00:00+00:00,106.16,400.0,315.4,0.0,399.53,315.4,0.25,2.8519279032626055e-05,10616.0,6.159999999999997,1.0,1.5399999999999991,769.9999999999995,769.9999999999995
2024-07-03 02:15:00+00:00,122.75,400.0,320.27,0.0,402.95,320.27,0.25,2.8519279032626055e-05,12275.0,22.75,1.0,5.6875,2843.75,2843.75
2024-07-03 02:30:00+00:00,107.56,400.0,320.27,0.0,402.95,320.27,0.25,2.8519279032626055e-05,10756.0,7.560000000000002,1.0,1.8900000000000006,945.0000000000002,945.0000000000002
2024-07-03 02:45:00+00:00,122.75,400.0,320.27,0.0,402.95,320.27,0.25,2.8519279032626055e-05,12275.0,22.75,1.0,5.6875,2843.75,2843.75
2024-07-03 03:00:00+00:00,107.56,400.0,320.27,0.0,402.95,320.27,0.25,2.8519279032626055e-05,10756.0,7.560000000000002,1.0,1.8900000000000006,945.0000000000002,945.0000000000002
2024-07-03 03:15:00+00:00,108.75,400.0,322.0,0.0,390.05,322.0,0.25,2.8519279032626055e-05,10875.0,8.75,1.0,2.1875,1093.75,1093.75
2024-07-03 03:30:00+00:00,108.75,400.0,320.27,0.0,390.05,320.27,0.25,2.8519279032626055e-05,10875.0,8.75,1.0,2.1875,1093.75,1093.75
2024-07-03 03:45:00+00:00,108.75,400.0,320.27,0.0,390.05,320.27,0.25,2.8519279032626055e-05,10875.0,8.75,1.0,2.1875,1093.75,1093.75
2024-07-03 04:00:00+00:00,159.4,400.0,318.66,0.0,390.05,318.66,0.25,2.8519279032626055e-05,15940.0,59.400000000000006,1.0,14.850000000000001,7425.000000000001,7425.000000000001
2024-07-03 04:15:00+00:00,118.93,400.0,240.28,0.0,456.97,240.28,0.25,2.8519279032626055e-05,11893.0,18.930000000000007,1.0,4.732500000000002,2366.250000000001,2366.250000000001
2024-07-03 04:30:00+00:00,98.93,400.0,374.14,0.0,456.97,374.14,0.25,2.8519279032626055e-05,9893.0,0.002212548821009852,0.014335564070834923,0.000553137205252463,0.2765686026262315,0.2765686026262315
2024-07-03 04:45:00+00:00,98.93,400.0,456.0,0.0,456.97,456.0,0.25,2.8519279032626055e-05,9893.0,0.00221255247483243,0.014335311633461125,0.0005531381187081075,0.27656905935405374,0.27656905935405374
2024-07-03 05:00:00+00:00,1000.0,400.0,454.0,0.0,456.97,454.0,0.25,2.8519279032626055e-05,100000.0,900.0,1.0,225.0,112500.0,100000.0
2024-07-03 05:15:00+00:00,125.62,400.0,411.1,10.0,494.46,411.1,0.25,2.8519279032626055e-05,12562.0,25.620000000000005,1.0,6.405000000000001,3202.5000000000005,3202.5000000000005
2024-07-03 05:30:00+00:00,85.3,400.0,452.67,10.0,494.46,452.67,0.25,2.8519279032626055e-05,8530.0,1.443744694451343e-239,4.372105534808022e-236,3.6093617361283573e-240,1.8046808680641786e-237,1.8046808680641786e-237
2024-07-03 05:45:00+00:00,85.3,400.0,413.1,10.0,494.46,413.1,0.25,2.8519279032626055e-05,8530.0,1.4378555148207217e-239,4.372586276352403e-236,3.5946387870518043e-240,1.7973193935259022e-237,1.7973193935259022e-237
2024-07-03 06:00:00+00:00,85.3,400.0,409.1,10.0,494.46,409.1,0.25,2.8519279032626055e-05,8530.0,1.4372600961675309e-239,4.3726348758593975e-236,3.593150240418827e-240,1.7965751202094136e-237,1.7965751202094136e-237
2024-07-03 06:15:00+00:00,79.4,400.0,412.89,10.0,484.41,412.89,0.25,2.8519279032626055e-05,7940.000000000001,0.0,0.0,0.0,0.0,0.0
2024-07-03 06:30:00+00:00,79.4,400.0,400.0,10.0,484.41,400.0,0.25,2.8519279032626055e-05,7940.000000000001,0.0,0.0,0.0,0.0,0.0
2024-07-03 06:45:00+00:00,79.4,400.0,396.8,10.0,484.41,396.8,0.25,2.8519279032626055e-05,7940.000000000001,0.0,0.0,0.0,0.0,0.0
2024-07-03 07:00:00+00:00,1000.0,400.0,413.0,10.0,484.41,413.0,0.25,2.8519279032626055e-05,100000.0,900.0,1.0,225.0,112500.0,100000.0
2024-07-03 07:15:00+00:00,1000.0,400.0,402.43,10.0,402.43,485.07,0.25,2.8519279032626055e-05,100000.0,900.0,1.0,225.0,112500.0,100000.0
2024-07-03 07:30:00+00:00,129.73,400.0,402.43,10.0,402.43,465.78,0.25,2.8519279032626055e-05,12972.999999999998,29.72999999999999,1.0,7.432499999999997,3716.2499999999986,3716.2499999999986
2024-07-03 07:45:00+00:00,129.73,400.0,364.67,10.0,402.43,364.67,0.25,2.8519279032626055e-05,12972.999999999998,29.72999999999999,1.0,7.432499999999997,3716.2499999999986,3716.2499999999986
2024-07-03 08:00:00+00:00,129.73,400.0,362.67,10.0,402.43,362.67,0.25,2.8519279032626055e-05,12972.999999999998,29.72999999999999,1.0,7.432499999999997,3716.2499999999986,3716.2499999999986
2024-07-03 08:15:00+00:00,199.4,400.0,326.78,10.0,379.53,326.78,0.25,2.8519279032626055e-05,19940.0,99.4,1.0,24.85,12425.0,12425.0
2024-07-03 08:30:00+00:00,199.4,400.0,293.0,10.0,379.53,293.0,0.25,2.8519279032626055e-05,19940.0,99.4,1.0,24.85,12425.0,12425.0
2024-07-03 08:45:00+00:00,132.58,400.0,329.94,10.0,379.53,329.94,0.25,2.8519279032626055e-05,13258.000000000002,32.58000000000001,1.0,8.145000000000003,4072.5000000000014,4072.5000000000014
2024-07-03 09:00:00+00:00,199.4,400.0,379.53,10.0,379.53,393.65,0.25,2.8519279032626055e-05,19940.0,99.4,1.0,24.85,12425.0,12425.0
2024-07-03 09:15:00+00:00,204.4,400.0,432.67,10.0,425.03,432.67,0.25,2.8519279032626055e-05,20440.0,104.4,1.0,26.1,13050.0,13050.0
2024-07-03 09:30:00+00:00,204.4,400.0,515.08,10.0,425.03,515.08,0.25,2.8519279032626055e-05,20440.0,104.4,1.0,26.1,13050.0,13050.0
2024-07-03 09:45:00+00:00,204.4,400.0,425.03,10.0,425.03,465.78,0.25,2.8519279032626055e-05,20440.0,104.4,1.0,26.1,13050.0,13050.0
2024-07-03 10:00:00+00:00,204.4,400.0,425.03,10.0,425.03,486.78,0.25,2.8519279032626055e-05,20440.0,104.4,1.0,26.1,13050.0,13050.0
2024-07-03 10:15:00+00:00,218.85,400.0,380.4,10.0,380.4,452.67,0.25,2.8519279032626055e-05,21885.0,118.85,1.0,29.7125,14856.25,14856.25
2024-07-03 10:30:00+00:00,218.85,400.0,380.4,10.0,380.4,387.34,0.25,2.8519279032626055e-05,21885.0,118.85,1.0,29.7125,14856.25,14856.25
2024-07-03 10:45:00+00:00,218.85,400.0,157.1,10.0,380.4,157.1,0.25,2.8519279032626055e-05,21885.0,118.85,1.0,29.7125,14856.25,14856.25
2024-07-03 11:00:00+00:00,218.85,400.0,115.06,10.0,380.4,115.06,0.25,2.8519279032626055e-05,21885.0,118.85,1.0,29.7125,14856.25,14856.25
2024-07-03 11:15:00+00:00,211.69,400.0,136.03,10.0,375.77,136.03,0.25,2.8519279032626055e-05,21169.0,111.69,1.0,27.9225,13961.25,13961.25
2024-07-03 11:30:00+00:00,211.69,400.0,333.11,10.0,375.77,333.11,0.25,2.8519279032626055e-05,21169.0,111.69,1.0,27.9225,13961.25,13961.25
2024-07-03 11:45:00+00:00,211.69,400.0,323.66,10.0,375.77,323.66,0.25,2.8519279032626055e-05,21169.0,111.69,1.0,27.9225,13961.25,13961.25
2024-07-03 12:00:00+00:00,211.69,400.0,115.06,10.0,375.77,115.06,0.25,2.8519279032626055e-05,21169.0,111.69,1.0,27.9225,13961.25,13961.25
2024-07-03 12:15:00+00:00,187.4,400.0,95.16,10.0,384.51,95.16,0.25,2.8519279032626055e-05,18740.0,87.4,1.0,21.85,10925.0,10925.0
2024-07-03 12:30:00+00:00,187.4,400.0,115.06,10.0,384.51,115.06,0.25,2.8519279032626055e-05,18740.0,87.4,1.0,21.85,10925.0,10925.0
2024-07-03 12:45:00+00:00,187.4,400.0,384.14,10.0,384.51,384.14,0.25,2.8519279032626055e-05,18740.0,87.4,1.0,21.85,10925.0,10925.0
2024-07-03 13:00:00+00:00,187.4,400.0,384.51,10.0,384.51,396.8,0.25,2.8519279032626055e-05,18740.0,87.4,1.0,21.85,10925.0,10925.0
2024-07-03 13:15:00+00:00,59.75,400.0,384.14,10.0,425.07,384.14,0.25,2.8519279032626055e-05,5975.0,0.0,0.0,0.0,0.0,0.0
2024-07-03 13:30:00+00:00,110.4,400.0,390.49,10.0,425.07,390.49,0.25,2.8519279032626055e-05,11040.0,10.400000000000006,1.0,2.6000000000000014,1300.0000000000007,1300.0000000000007
2024-07-03 13:45:00+00:00,59.75,400.0,412.89,10.0,425.07,412.89,0.25,2.8519279032626055e-05,5975.0,0.0,0.0,0.0,0.0,0.0
2024-07-03 14:00:00+00:00,110.4,400.0,425.07,10.0,425.07,445.28,0.25,2.8519279032626055e-05,11040.0,10.400000000000006,1.0,2.6000000000000014,1300.0000000000007,1300.0000000000007
2024-07-03 14:15:00+00:00,120.51,400.0,352.3,10.0,352.3,384.14,0.25,2.8519279032626055e-05,12051.0,20.510000000000005,1.0,5.127500000000001,2563.7500000000005,2563.7500000000005
2024-07-03 14:30:00+00:00,87.1,400.0,352.3,10.0,352.3,390.49,0.25,2.8519279032626055e-05,8710.0,1.8186014278130548e-181,1.1722049058018623e-178,4.546503569532637e-182,2.2732517847663186e-179,2.2732517847663186e-179
2024-07-03 14:45:00+00:00,87.1,400.0,352.3,10.0,352.3,400.0,0.25,2.8519279032626055e-05,8710.0,1.875007398066345e-181,1.1679327023535407e-178,4.687518495165862e-182,2.343759247582931e-179,2.343759247582931e-179
2024-07-03 15:00:00+00:00,87.1,400.0,352.3,10.0,352.3,489.41,0.25,2.8519279032626055e-05,8710.0,2.3843583072933317e-181,1.1285195210295145e-178,5.960895768233329e-182,2.9804478841166646e-179,2.9804478841166646e-179
2024-07-03 15:15:00+00:00,68.89,400.0,410.83,0.0,410.83,435.28,0.25,2.8519279032626055e-05,6889.0,0.0,0.0,0.0,0.0,0.0
2024-07-03 15:30:00+00:00,124.46,400.0,386.8,0.0,410.83,386.8,0.25,2.8519279032626055e-05,12446.0,24.459999999999994,1.0,6.114999999999998,3057.499999999999,3057.499999999999
2024-07-03 15:45:00+00:00,68.89,400.0,410.83,0.0,410.83,442.67,0.25,2.8519279032626055e-05,6889.0,0.0,0.0,0.0,0.0,0.0
2024-07-03 16:00:00+00:00,68.89,400.0,410.83,0.0,410.83,467.28,0.25,2.8519279032626055e-05,6889.0,0.0,0.0,0.0,0.0,0.0
2024-07-03 16:15:00+00:00,144.99,400.0,383.65,0.0,691.32,383.65,0.25,2.8519279032626055e-05,14499.0,44.99000000000001,1.0,11.247500000000002,5623.750000000001,5623.750000000001
2024-07-03 16:30:00+00:00,144.99,400.0,386.8,0.0,691.32,386.8,0.25,2.8519279032626055e-05,14499.0,44.99000000000001,1.0,11.247500000000002,5623.750000000001,5623.750000000001
2024-07-03 16:45:00+00:00,68.89,400.0,691.32,0.0,691.32,634.92,0.25,2.8519279032626055e-05,6889.0,0.0,0.0,0.0,0.0,0.0
2024-07-03 17:00:00+00:00,68.89,400.0,712.08,0.0,691.32,712.08,0.25,2.8519279032626055e-05,6889.0,0.0,0.0,0.0,0.0,0.0
2024-07-03 17:15:00+00:00,68.89,400.0,490.27,0.0,822.43,490.27,0.25,2.8519279032626055e-05,6889.0,0.0,0.0,0.0,0.0,0.0
2024-07-03 17:30:00+00:00,41.62,400.0,483.03,0.0,822.43,483.03,0.25,2.8519279032626055e-05,4162.0,0.0,0.0,0.0,0.0,0.0
2024-07-03 17:45:00+00:00,41.62,400.0,496.2,0.0,822.43,496.2,0.25,2.8519279032626055e-05,4162.0,0.0,0.0,0.0,0.0,0.0
2024-07-03 18:00:00+00:00,41.62,400.0,822.43,0.0,822.43,728.56,0.25,2.8519279032626055e-05,4162.0,0.0,0.0,0.0,0.0,0.0
2024-07-03 18:15:00+00:00,14.46,400.0,490.27,0.0,973.76,490.27,0.25,2.8519279032626055e-05,1446.0,0.0,0.0,0.0,0.0,0.0
2024-07-03 18:30:00+00:00,14.46,400.0,473.73,0.0,973.76,473.73,0.25,2.8519279032626055e-05,1446.0,0.0,0.0,0.0,0.0,0.0
2024-07-03 18:45:00+00:00,14.46,400.0,479.1,0.0,973.76,479.1,0.25,2.8519279032626055e-05,1446.0,0.0,0.0,0.0,0.0,0.0
2024-07-03 19:00:00+00:00,14.46,400.0,479.49,0.0,973.76,479.49,0.25,2.8519279032626055e-05,1446.0,0.0,0.0,0.0,0.0,0.0
2024-07-03 19:15:00+00:00,41.62,400.0,520.04,10.0,804.77,520.04,0.25,2.8519279032626055e-05,4162.0,0.0,0.0,0.0,0.0,0.0
2024-07-03 19:30:00+00:00,41.62,400.0,504.73,10.0,804.77,504.73,0.25,2.8519279032626055e-05,4162.0,0.0,0.0,0.0,0.0,0.0
2024-07-03 19:45:00+00:00,68.89,400.0,487.32,10.0,804.77,487.32,0.25,2.8519279032626055e-05,6889.0,0.0,0.0,0.0,0.0,0.0
2024-07-03 20:00:00+00:00,222.83,400.0,486.72,10.0,804.77,486.72,0.25,2.8519279032626055e-05,22283.0,122.83000000000001,1.0,30.707500000000003,15353.750000000002,15353.750000000002
2024-07-03 20:15:00+00:00,189.28,400.0,654.32,10.0,720.58,654.32,0.25,2.8519279032626055e-05,18928.0,89.28,1.0,22.32,11160.0,11160.0
2024-07-03 20:30:00+00:00,41.62,400.0,720.58,10.0,720.58,557.82,0.25,2.8519279032626055e-05,4162.0,0.0,0.0,0.0,0.0,0.0
2024-07-03 20:45:00+00:00,41.62,400.0,477.28,10.0,720.58,477.28,0.25,2.8519279032626055e-05,4162.0,0.0,0.0,0.0,0.0,0.0
2024-07-03 21:00:00+00:00,186.8,400.0,430.52,10.0,720.58,430.52,0.25,2.8519279032626055e-05,18680.0,86.80000000000001,1.0,21.700000000000003,10850.000000000002,10850.000000000002
2024-07-03 21:15:00+00:00,139.92,400.0,528.03,10.0,503.33,528.03,0.25,2.8519279032626055e-05,13991.999999999998,39.91999999999999,1.0,9.979999999999997,4989.999999999998,4989.999999999998
2024-07-03 21:30:00+00:00,119.92,400.0,503.33,10.0,503.33,451.55,0.25,2.8519279032626055e-05,11992.0,19.92,1.0,4.98,2490.0,2490.0
2024-07-03 21:45:00+00:00,41.62,400.0,465.78,10.0,503.33,465.78,0.25,2.8519279032626055e-05,4162.0,0.0,0.0,0.0,0.0,0.0
2024-07-03 22:00:00+00:00,41.62,400.0,307.68,10.0,503.33,307.68,0.25,2.8519279032626055e-05,4162.0,0.0,0.0,0.0,0.0,0.0
2024-07-03 22:15:00+00:00,101.12,400.0,534.58,10.0,534.58,445.51,0.25,2.8519279032626055e-05,10112.0,1.1217826327914224,0.9901415451326404,0.2804456581978556,140.2228290989278,140.2228290989278
2024-07-03 22:30:00+00:00,101.12,400.0,534.58,10.0,534.58,445.51,0.25,2.8519279032626055e-05,10112.0,1.1217826327914224,0.9901415451326404,0.2804456581978556,140.2228290989278,140.2228290989278
2024-07-03 22:45:00+00:00,101.12,400.0,451.0,10.0,534.58,451.0,0.25,2.8519279032626055e-05,10112.0,1.1217830887468239,0.9901101151775122,0.28044577218670597,140.222886093353,140.222886093353
2024-07-03 23:00:00+00:00,101.12,400.0,340.79,10.0,534.58,340.79,0.25,2.8519279032626055e-05,10112.0,1.1217830852450845,0.9901103614772943,0.28044577131127113,140.22288565563557,140.22288565563557
2024-07-03 23:15:00+00:00,112.4,400.0,384.49,10.0,493.45,384.49,0.25,2.8519279032626055e-05,11240.0,12.400000000000006,1.0,3.1000000000000014,1550.0000000000007,1550.0000000000007
2024-07-03 23:30:00+00:00,112.4,400.0,387.69,10.0,493.45,387.69,0.25,2.8519279032626055e-05,11240.0,12.400000000000006,1.0,3.1000000000000014,1550.0000000000007,1550.0000000000007
2024-07-03 23:45:00+00:00,101.76,400.0,354.0,10.0,493.45,354.0,0.25,2.8519279032626055e-05,10176.0,1.7600188823287368,0.9998601945759772,0.4400047205821842,220.0023602910921,220.0023602910921
2024-07-04 00:00:00+00:00,101.76,400.0,355.0,10.0,493.45,355.0,0.25,2.8519279032626055e-05,10176.0,1.7600188823293905,0.9998601945300797,0.44000472058234763,220.00236029117383,220.00236029117383
2024-07-04 00:15:00+00:00,132.07,400.0,323.69,10.0,402.42,323.69,0.25,2.8519279032626055e-05,13207.0,32.06999999999999,1.0,8.017499999999998,4008.749999999999,4008.749999999999
