dt,mw_procured,Hours_in_interval,mw_available,cap_revenue_band_1,capacity_revenue_baseline,price_pln_per_mw_h,budget_envelope,capacity_revenue_capped,bound_flag,total_revenue
2024-07-01 04:45:00+00:00,400.0,0.25,50.0,1133.6085891032428,1133.6085891032428,68.91,861.375,861.375,1,861.375
2024-07-01 05:00:00+00:00,400.0,0.25,50.0,1133.6085891032428,1133.6085891032428,68.91,861.375,861.375,1,861.375
2024-07-01 05:15:00+00:00,400.0,0.25,50.0,1133.6085891032428,1133.6085891032428,68.91,861.375,861.375,1,861.375
2024-07-01 05:30:00+00:00,400.0,0.25,50.0,1133.6085891032428,1133.6085891032428,68.91,861.375,861.375,1,861.375
2024-07-01 05:45:00+00:00,400.0,0.25,50.0,1133.6085891032428,1133.6085891032428,68.91,861.375,861.375,1,861.375
2024-07-01 06:00:00+00:00,400.0,0.25,50.0,1133.6085891032428,1133.6085891032428,68.91,861.375,861.375,1,861.375
2024-07-01 06:15:00+00:00,400.0,0.25,50.0,1133.6085891032428,1133.6085891032428,68.91,861.375,861.375,1,861.375
2024-07-01 06:30:00+00:00,400.0,0.25,50.0,1133.6085891032428,1133.6085891032428,68.91,861.375,861.375,1,861.375
2024-07-01 06:45:00+00:00,400.0,0.25,50.0,1133.6085891032428,1133.6085891032428,68.91,861.375,861.375,1,861.375
2024-07-01 07:00:00+00:00,400.0,0.25,50.0,1133.6085891032428,1133.6085891032428,68.91,861.375,861.375,1,861.375
2024-07-01 07:15:00+00:00,400.0,0.25,50.0,1133.6085891032428,1133.6085891032428,68.91,861.375,861.375,1,861.375
2024-07-01 07:30:00+00:00,400.0,0.25,50.0,1133.6085891032428,1133.6085891032428,68.91,861.375,861.375,1,861.375
2024-07-01 07:45:00+00:00,400.0,0.25,50.0,1133.6085891032428,1133.6085891032428,68.91,861.375,861.375,1,861.375
2024-07-01 08:00:00+00:00,400.0,0.25,50.0,1133.6085891032428,1133.6085891032428,68.91,861.375,861.375,1,861.375
2024-07-01 08:15:00+00:00,400.0,0.25,50.0,1133.6085891032428,1133.6085891032428,68.91,861.375,861.375,1,861.375
2024-07-01 08:30:00+00:00,400.0,0.25,50.0,1133.6085891032428,1133.6085891032428,68.91,861.375,861.375,1,861.375
2024-07-01 08:45:00+00:00,400.0,0.25,50.0,1133.6085891032428,1133.6085891032428,68.91,861.375,861.375,1,861.375
2024-07-01 09:00:00+00:00,400.0,0.25,50.0,1133.6085891032428,1133.6085891032428,68.91,861.375,861.375,1,861.375
2024-07-01 09:15:00+00:00,400.0,0.25,50.0,1133.6085891032428,1133.6085891032428,68.91,861.375,861.375,1,861.375
2024-07-01 09:30:00+00:00,400.0,0.25,50.0,1133.6085891032428,1133.6085891032428,68.91,861.375,861.375,1,861.375
2024-07-01 09:45:00+00:00,400.0,0.25,50.0,1133.6085891032428,1133.6085891032428,68.91,861.375,861.375,1,861.375
2024-07-01 10:00:00+00:00,400.0,0.25,50.0,1133.6085891032428,1133.6085891032428,68.91,861.375,861.375,1,861.375
2024-07-01 10:15:00+00:00,400.0,0.25,50.0,1133.6085891032428,1133.6085891032428,89.49,1118.625,1118.625,1,1118.625
2024-07-01 10:30:00+00:00,400.0,0.25,50.0,1133.6085891032428,1133.6085891032428,89.49,1118.625,1118.625,1,1118.625
2024-07-01 10:45:00+00:00,400.0,0.25,50.0,1133.6085891032428,1133.6085891032428,89.49,1118.625,1118.625,1,1118.625
2024-07-01 11:00:00+00:00,400.0,0.25,50.0,1133.6085891032428,1133.6085891032428,89.49,1118.625,1118.625,1,1118.625
2024-07-01 11:15:00+00:00,400.0,0.25,50.0,1133.6085891032428,1133.6085891032428,88.64,1108.0,1108.0,1,1108.0
2024-07-01 11:30:00+00:00,400.0,0.25,50.0,1133.6085891032428,1133.6085891032428,88.64,1108.0,1108.0,1,1108.0
2024-07-01 11:45:00+00:00,400.0,0.25,50.0,1133.6085891032428,1133.6085891032428,88.64,1108.0,1108.0,1,1108.0
2024-07-01 12:00:00+00:00,400.0,0.25,50.0,1133.6085891032428,1133.6085891032428,88.64,1108.0,1108.0,1,1108.0
2024-07-01 12:15:00+00:00,400.0,0.25,50.0,1133.6085891032428,1133.6085891032428,68.91,861.375,861.375,1,861.375
2024-07-01 12:30:00+00:00,400.0,0.25,50.0,1133.6085891032428,1133.6085891032428,68.91,861.375,861.375,1,861.375
2024-07-01 12:45:00+00:00,400.0,0.25,50.0,1133.6085891032428,1133.6085891032428,68.91,861.375,861.375,1,861.375
