dt,CEN,COR,CEB_SR,CSDAC
2024-07-05 18:45:00+00:00,839.89,0.0,839.89,769.85
2024-07-05 19:00:00+00:00,869.89,10.0,869.89,769.85
2024-07-05 19:15:00+00:00,779.89,10.0,779.89,651.89
2024-07-05 19:30:00+00:00,676.84,10.0,676.84,651.89
2024-07-05 19:45:00+00:00,651.89,10.0,637.17,651.89
2024-07-05 20:00:00+00:00,651.89,10.0,637.17,651.89
2024-07-05 20:15:00+00:00,625.88,10.0,625.88,517.5
2024-07-05 20:30:00+00:00,584.15,10.0,584.15,517.5
2024-07-05 20:45:00+00:00,517.5,10.0,497.57,517.5
2024-07-05 21:00:00+00:00,455.7,10.0,455.7,517.5
2024-07-05 21:15:00+00:00,495.67,10.0,492.31,495.67
2024-07-05 21:30:00+00:00,495.67,10.0,462.76,495.67
2024-07-05 21:45:00+00:00,388.0,10.0,388.0,495.67
2024-07-05 22:00:00+00:00,316.15,0.0,316.15,495.67
2024-07-05 22:15:00+00:00,417.0,10.0,417.0,481.55
2024-07-05 22:30:00+00:00,414.0,10.0,414.0,481.55
2024-07-05 22:45:00+00:00,330.46,10.0,330.46,481.55
2024-07-05 23:00:00+00:00,317.28,0.0,317.28,481.55
2024-07-05 23:15:00+00:00,324.78,0.0,324.78,381.52
2024-07-05 23:30:00+00:00,117.16,0.0,117.16,381.52
2024-07-05 23:45:00+00:00,101.16,0.0,101.16,381.52
2024-07-06 00:00:00+00:00,106.11,0.0,106.11,381.52
2024-07-06 00:15:00+00:00,304.0,10.0,304.0,384.61
2024-07-06 00:30:00+00:00,295.0,0.0,295.0,384.61
2024-07-06 00:45:00+00:00,294.0,0.0,294.0,384.61
2024-07-06 01:00:00+00:00,294.0,0.0,294.0,384.61
2024-07-06 01:15:00+00:00,385.51,10.0,388.99,385.51
2024-07-06 01:30:00+00:00,458.87,10.0,458.87,385.51
2024-07-06 01:45:00+00:00,458.88,10.0,458.88,385.51
2024-07-06 02:00:00+00:00,458.88,10.0,458.88,385.51
2024-07-06 02:15:00+00:00,509.0,10.0,509.0,389.88
2024-07-06 02:30:00+00:00,554.29,10.0,554.29,389.88
2024-07-06 02:45:00+00:00,532.98,10.0,532.98,389.88
2024-07-06 03:00:00+00:00,508.0,10.0,508.0,389.88
2024-07-06 03:15:00+00:00,417.27,0.0,417.27,415.38
2024-07-06 03:30:00+00:00,311.69,0.0,311.69,415.38
2024-07-06 03:45:00+00:00,298.19,0.0,298.19,415.38
2024-07-06 04:00:00+00:00,117.16,0.0,117.16,415.38
2024-07-06 04:15:00+00:00,318.69,0.0,318.69,417.22
2024-07-06 04:30:00+00:00,421.98,0.0,421.98,417.22
2024-07-06 04:45:00+00:00,420.72,0.0,420.72,417.22
2024-07-06 05:00:00+00:00,424.18,0.0,424.18,417.22
2024-07-06 05:15:00+00:00,488.0,0.0,488.0,423.65
2024-07-06 05:30:00+00:00,466.61,0.0,466.61,423.65
2024-07-06 05:45:00+00:00,486.0,0.0,486.0,423.65
2024-07-06 06:00:00+00:00,466.62,0.0,466.62,423.65
2024-07-06 06:15:00+00:00,444.77,10.0,444.77,329.71
2024-07-06 06:30:00+00:00,427.81,10.0,427.81,329.71
2024-07-06 06:45:00+00:00,31.32,10.0,31.32,329.71
2024-07-06 07:00:00+00:00,18.03,10.0,18.03,329.71
2024-07-06 07:15:00+00:00,-466.54,10.0,-466.54,100.03
2024-07-06 07:30:00+00:00,-399.09,0.0,-399.09,100.03
2024-07-06 07:45:00+00:00,-399.09,0.0,-399.09,100.03
2024-07-06 08:00:00+00:00,-399.09,0.0,-399.09,100.03
2024-07-06 08:15:00+00:00,-576.77,10.0,-576.77,-8.91
2024-07-06 08:30:00+00:00,-576.77,10.0,-576.77,-8.91
2024-07-06 08:45:00+00:00,-576.77,10.0,-576.77,-8.91
2024-07-06 09:00:00+00:00,-576.77,10.0,-576.77,-8.91
2024-07-06 09:15:00+00:00,-646.77,10.0,-646.77,-52.42
2024-07-06 09:30:00+00:00,-646.77,10.0,-646.77,-52.42
2024-07-06 09:45:00+00:00,-646.77,10.0,-646.77,-52.42
2024-07-06 10:00:00+00:00,-646.77,10.0,-646.77,-52.42
2024-07-06 10:15:00+00:00,-741.77,10.0,-741.77,-99.6
2024-07-06 10:30:00+00:00,-741.77,10.0,-741.77,-99.6
2024-07-06 10:45:00+00:00,-424.68,10.0,-424.68,-99.6
2024-07-06 11:00:00+00:00,-424.68,10.0,-424.68,-99.6
2024-07-06 11:15:00+00:00,-424.68,10.0,-424.68,-7.59
2024-07-06 11:30:00+00:00,-424.68,10.0,-424.68,-7.59
2024-07-06 11:45:00+00:00,-424.68,10.0,-424.68,-7.59
2024-07-06 12:00:00+00:00,-424.68,10.0,-424.68,-7.59
2024-07-06 12:15:00+00:00,-424.68,10.0,-424.68,-112.67
2024-07-06 12:30:00+00:00,-424.68,10.0,-424.68,-112.67
2024-07-06 12:45:00+00:00,-424.68,10.0,-424.68,-112.67
2024-07-06 13:00:00+00:00,-424.68,10.0,-424.68,-112.67
2024-07-06 13:15:00+00:00,-369.68,10.0,-369.68,-50.14
2024-07-06 13:30:00+00:00,-369.68,10.0,-369.68,-50.14
2024-07-06 13:45:00+00:00,-369.68,10.0,-369.68,-50.14
2024-07-06 14:00:00+00:00,-369.68,10.0,-369.68,-50.14
2024-07-06 14:15:00+00:00,-249.68,10.0,-249.68,-1.03
2024-07-06 14:30:00+00:00,-249.68,10.0,-249.68,-1.03
2024-07-06 14:45:00+00:00,-249.68,10.0,-249.68,-1.03
2024-07-06 15:00:00+00:00,-249.68,10.0,-249.68,-1.03
2024-07-06 15:15:00+00:00,-150.0,0.0,-150.0,271.29
2024-07-06 15:30:00+00:00,-150.0,0.0,-150.0,271.29
2024-07-06 15:45:00+00:00,-150.0,0.0,-150.0,271.29
2024-07-06 16:00:00+00:00,-150.0,0.0,-150.0,271.29
2024-07-06 16:15:00+00:00,-27.84,0.0,-27.84,476.41
2024-07-06 16:30:00+00:00,41.11,0.0,41.11,476.41
2024-07-06 16:45:00+00:00,185.98,0.0,185.98,476.41
2024-07-06 17:00:00+00:00,375.79,0.0,375.79,476.41
2024-07-06 17:15:00+00:00,61.1,0.0,61.1,440.79
2024-07-06 17:30:00+00:00,53.33,0.0,53.33,440.79
2024-07-06 17:45:00+00:00,89.03,0.0,89.03,440.79
2024-07-06 18:00:00+00:00,289.98,0.0,289.98,440.79
2024-07-06 18:15:00+00:00,319.75,0.0,319.75,520.6
2024-07-06 18:30:00+00:00,126.1,0.0,126.1,520.6
2024-07-06 18:45:00+00:00,115.07,0.0,115.07,520.6
2024-07-06 19:00:00+00:00,101.16,0.0,101.16,520.6
2024-07-06 19:15:00+00:00,403.0,0.0,403.0,536.8
2024-07-06 19:30:00+00:00,382.23,0.0,382.23,536.8
2024-07-06 19:45:00+00:00,382.23,0.0,382.23,536.8
2024-07-06 20:00:00+00:00,329.39,0.0,329.39,536.8
2024-07-06 20:15:00+00:00,387.0,10.0,387.0,529.81
2024-07-06 20:30:00+00:00,332.93,10.0,332.93,529.81
2024-07-06 20:45:00+00:00,127.16,10.0,127.16,529.81
2024-07-06 21:00:00+00:00,95.16,10.0,95.16,529.81
2024-07-06 21:15:00+00:00,314.0,10.0,314.0,405.69
2024-07-06 21:30:00+00:00,313.0,10.0,313.0,405.69
2024-07-06 21:45:00+00:00,81.32,10.0,81.32,405.69
2024-07-06 22:00:00+00:00,51.11,10.0,51.11,405.69
2024-07-06 22:15:00+00:00,-107.62,10.0,-107.62,247.85
2024-07-06 22:30:00+00:00,-107.62,10.0,-107.62,247.85
2024-07-06 22:45:00+00:00,-305.44,10.0,-305.44,247.85
2024-07-06 23:00:00+00:00,-374.08,10.0,-374.08,247.85
2024-07-06 23:15:00+00:00,-462.96,10.0,-462.96,297.48
2024-07-06 23:30:00+00:00,-462.96,10.0,-462.96,297.48
2024-07-06 23:45:00+00:00,-462.96,10.0,-462.96,297.48
2024-07-07 00:00:00+00:00,-462.96,10.0,-462.96,297.48
2024-07-07 00:15:00+00:00,-462.96,10.0,-462.96,328.12
2024-07-07 00:30:00+00:00,-462.96,10.0,-462.96,328.12
2024-07-07 00:45:00+00:00,-374.08,10.0,-374.08,328.12
2024-07-07 01:00:00+00:00,-374.08,10.0,-374.08,328.12
2024-07-07 01:15:00+00:00,-305.44,10.0,-305.44,304.33
2024-07-07 01:30:00+00:00,-107.62,10.0,-107.62,304.33
2024-07-07 01:45:00+00:00,10.63,10.0,10.63,304.33
2024-07-07 02:00:00+00:00,304.33,10.0,312.0,304.33
2024-07-07 02:15:00+00:00,299.53,10.0,316.0,299.53
2024-07-07 02:30:00+00:00,299.53,10.0,313.0,299.53
2024-07-07 02:45:00+00:00,40.1,10.0,40.1,299.53
2024-07-07 03:00:00+00:00,40.1,10.0,40.1,299.53
2024-07-07 03:15:00+00:00,306.0,0.0,306.0,306.22
2024-07-07 03:30:00+00:00,302.0,0.0,302.0,306.22
2024-07-07 03:45:00+00:00,30.1,0.0,30.1,306.22
2024-07-07 04:00:00+00:00,30.1,0.0,30.1,306.22
2024-07-07 04:15:00+00:00,301.0,0.0,301.0,319.72
2024-07-07 04:30:00+00:00,304.0,0.0,304.0,319.72
2024-07-07 04:45:00+00:00,306.0,0.0,306.0,319.72
2024-07-07 05:00:00+00:00,306.0,0.0,306.0,319.72
2024-07-07 05:15:00+00:00,259.89,0.0,305.0,259.89
2024-07-07 05:30:00+00:00,259.89,0.0,302.0,259.89
2024-07-07 05:45:00+00:00,41.33,0.0,41.33,259.89
2024-07-07 06:00:00+00:00,30.1,0.0,30.1,259.89
2024-07-07 06:15:00+00:00,51.33,10.0,51.33,149.23
2024-07-07 06:30:00+00:00,46.44,10.0,46.44,149.23
2024-07-07 06:45:00+00:00,33.33,10.0,33.33,149.23
2024-07-07 07:00:00+00:00,-150.0,0.0,-150.0,149.23
2024-07-07 07:15:00+00:00,-140.0,10.0,-140.0,0.0
2024-07-07 07:30:00+00:00,-140.0,10.0,-140.0,0.0
2024-07-07 07:45:00+00:00,-140.0,10.0,-140.0,0.0
2024-07-07 08:00:00+00:00,-140.0,10.0,-140.0,0.0
2024-07-07 08:15:00+00:00,-140.0,10.0,-140.0,-34.03
2024-07-07 08:30:00+00:00,-457.54,10.0,-457.54,-34.03
2024-07-07 08:45:00+00:00,-457.54,10.0,-457.54,-34.03
2024-07-07 09:00:00+00:00,-457.54,10.0,-457.54,-34.03
2024-07-07 09:15:00+00:00,-457.54,10.0,-457.54,-49.33
2024-07-07 09:30:00+00:00,-457.54,10.0,-457.54,-49.33
2024-07-07 09:45:00+00:00,-457.54,10.0,-457.54,-49.33
2024-07-07 10:00:00+00:00,-457.54,10.0,-457.54,-49.33
2024-07-07 10:15:00+00:00,-457.54,10.0,-457.54,-8.49
2024-07-07 10:30:00+00:00,-457.54,10.0,-457.54,-8.49
2024-07-07 10:45:00+00:00,-457.54,10.0,-457.54,-8.49
2024-07-07 11:00:00+00:00,-457.54,10.0,-457.54,-8.49
2024-07-07 11:15:00+00:00,-457.54,10.0,-457.54,10.71
2024-07-07 11:30:00+00:00,-457.54,10.0,-457.54,10.71
2024-07-07 11:45:00+00:00,-457.54,10.0,-457.54,10.71
2024-07-07 12:00:00+00:00,-457.54,10.0,-457.54,10.71
2024-07-07 12:15:00+00:00,-457.54,10.0,-457.54,209.62
2024-07-07 12:30:00+00:00,-140.0,10.0,-140.0,209.62
2024-07-07 12:45:00+00:00,-140.0,10.0,-140.0,209.62
2024-07-07 13:00:00+00:00,32.34,10.0,32.34,209.62
2024-07-07 13:15:00+00:00,313.0,10.0,313.0,343.68
2024-07-07 13:30:00+00:00,32.34,10.0,32.34,343.68
2024-07-07 13:45:00+00:00,77.1,10.0,77.1,343.68
2024-07-07 14:00:00+00:00,312.0,10.0,312.0,343.68
2024-07-07 14:15:00+00:00,348.1,10.0,348.1,424.85
2024-07-07 14:30:00+00:00,349.1,10.0,349.1,424.85
2024-07-07 14:45:00+00:00,444.72,10.0,444.72,424.85
2024-07-07 15:00:00+00:00,622.62,10.0,622.62,424.85
2024-07-07 15:15:00+00:00,611.99,0.0,611.99,516.57
2024-07-07 15:30:00+00:00,516.57,0.0,471.27,516.57
2024-07-07 15:45:00+00:00,661.15,0.0,661.15,516.57
2024-07-07 16:00:00+00:00,663.54,0.0,663.54,516.57
2024-07-07 16:15:00+00:00,561.65,0.0,529.55,561.65
2024-07-07 16:30:00+00:00,498.75,0.0,498.75,561.65
2024-07-07 16:45:00+00:00,652.52,0.0,652.52,561.65
2024-07-07 17:00:00+00:00,661.15,0.0,661.15,561.65
2024-07-07 17:15:00+00:00,684.52,0.0,684.52,664.51
2024-07-07 17:30:00+00:00,578.0,0.0,578.0,664.51
2024-07-07 17:45:00+00:00,664.51,0.0,604.83,664.51
2024-07-07 18:00:00+00:00,664.51,0.0,576.16,664.51
2024-07-07 18:15:00+00:00,488.75,0.0,488.75,685.21
2024-07-07 18:30:00+00:00,421.38,0.0,421.38,685.21
2024-07-07 18:45:00+00:00,422.38,0.0,422.38,685.21
2024-07-07 19:00:00+00:00,421.38,0.0,421.38,685.21
2024-07-07 19:15:00+00:00,388.8,0.0,388.8,682.73
2024-07-07 19:30:00+00:00,388.8,0.0,388.8,682.73
2024-07-07 19:45:00+00:00,385.58,0.0,385.58,682.73
2024-07-07 20:00:00+00:00,380.28,0.0,380.28,682.73
2024-07-07 20:15:00+00:00,525.87,10.0,588.0,525.87
2024-07-07 20:30:00+00:00,525.87,10.0,587.0,525.87
2024-07-07 20:45:00+00:00,435.38,10.0,435.38,525.87
2024-07-07 21:00:00+00:00,431.38,10.0,431.38,525.87
2024-07-07 21:15:00+00:00,436.38,10.0,436.38,454.29
2024-07-07 21:30:00+00:00,454.29,10.0,463.9,454.29
2024-07-07 21:45:00+00:00,405.25,10.0,405.25,454.29
2024-07-07 22:00:00+00:00,336.99,10.0,336.99,454.29
2024-07-07 22:15:00+00:00,327.5,10.0,327.5,371.11
2024-07-07 22:30:00+00:00,308.4,10.0,308.4,371.11
2024-07-07 22:45:00+00:00,295.07,10.0,295.07,371.11
2024-07-07 23:00:00+00:00,308.4,10.0,308.4,371.11
2024-07-07 23:15:00+00:00,327.5,10.0,327.5,349.12
2024-07-07 23:30:00+00:00,295.07,10.0,295.07,349.12
2024-07-07 23:45:00+00:00,222.48,10.0,222.48,349.12
2024-07-08 00:00:00+00:00,132.11,10.0,132.11,349.12
2024-07-08 00:15:00+00:00,308.4,10.0,308.4,341.41
2024-07-08 00:30:00+00:00,308.4,10.0,308.4,341.41
2024-07-08 00:45:00+00:00,153.11,10.0,153.11,341.41
2024-07-08 01:00:00+00:00,153.11,10.0,153.11,341.41
2024-07-08 01:15:00+00:00,308.4,10.0,308.4,339.69
2024-07-08 01:30:00+00:00,308.4,10.0,308.4,339.69
2024-07-08 01:45:00+00:00,308.4,10.0,308.4,339.69
2024-07-08 02:00:00+00:00,332.75,10.0,332.75,339.69
2024-07-08 02:15:00+00:00,212.48,0.0,212.48,339.35
2024-07-08 02:30:00+00:00,132.05,0.0,132.05,339.35
2024-07-08 02:45:00+00:00,278.71,0.0,278.71,339.35
2024-07-08 03:00:00+00:00,298.4,0.0,298.4,339.35
2024-07-08 03:15:00+00:00,229.28,0.0,229.28,349.29
2024-07-08 03:30:00+00:00,212.48,0.0,212.48,349.29
2024-07-08 03:45:00+00:00,349.29,0.0,353.83,349.29
2024-07-08 04:00:00+00:00,349.29,0.0,359.83,349.29
2024-07-08 04:15:00+00:00,326.27,0.0,326.27,532.68
2024-07-08 04:30:00+00:00,323.06,0.0,323.06,532.68
2024-07-08 04:45:00+00:00,390.42,0.0,390.42,532.68
2024-07-08 05:00:00+00:00,496.85,0.0,496.85,532.68
2024-07-08 05:15:00+00:00,556.21,10.0,564.48,556.21
2024-07-08 05:30:00+00:00,556.21,10.0,563.48,556.21
2024-07-08 05:45:00+00:00,556.21,10.0,564.48,556.21
2024-07-08 06:00:00+00:00,556.21,10.0,562.48,556.21
2024-07-08 06:15:00+00:00,489.91,10.0,499.95,489.91
2024-07-08 06:30:00+00:00,456.37,10.0,456.37,489.91
2024-07-08 06:45:00+00:00,361.21,10.0,361.21,489.91
2024-07-08 07:00:00+00:00,291.84,10.0,291.84,489.91
2024-07-08 07:15:00+00:00,250.28,10.0,250.28,389.75
2024-07-08 07:30:00+00:00,147.06,10.0,147.06,389.75
2024-07-08 07:45:00+00:00,104.07,0.0,104.07,389.75
2024-07-08 08:00:00+00:00,79.12,0.0,79.12,389.75
2024-07-08 08:15:00+00:00,62.12,0.0,62.12,347.62
2024-07-08 08:30:00+00:00,56.31,0.0,56.31,347.62
2024-07-08 08:45:00+00:00,51.05,0.0,51.05,347.62
2024-07-08 09:00:00+00:00,50.1,0.0,50.1,347.62
2024-07-08 09:15:00+00:00,41.11,0.0,41.11,347.54
2024-07-08 09:30:00+00:00,36.16,0.0,36.16,347.54
2024-07-08 09:45:00+00:00,36.16,0.0,36.16,347.54
2024-07-08 10:00:00+00:00,35.05,0.0,35.05,347.54
2024-07-08 10:15:00+00:00,25.11,0.0,25.11,348.05
2024-07-08 10:30:00+00:00,51.11,10.0,51.11,348.05
2024-07-08 10:45:00+00:00,62.16,10.0,62.16,348.05
2024-07-08 11:00:00+00:00,68.32,10.0,68.32,348.05
2024-07-08 11:15:00+00:00,92.1,10.0,92.1,354.48
2024-07-08 11:30:00+00:00,111.16,10.0,111.16,354.48
2024-07-08 11:45:00+00:00,116.11,10.0,116.11,354.48
2024-07-08 12:00:00+00:00,111.16,10.0,111.16,354.48
2024-07-08 12:15:00+00:00,92.1,10.0,92.1,360.26
2024-07-08 12:30:00+00:00,81.32,10.0,81.32,360.26
2024-07-08 12:45:00+00:00,70.08,10.0,70.08,360.26
2024-07-08 13:00:00+00:00,66.31,10.0,66.31,360.26
2024-07-08 13:15:00+00:00,71.03,10.0,71.03,379.42
2024-07-08 13:30:00+00:00,76.1,10.0,76.1,379.42
2024-07-08 13:45:00+00:00,94.32,10.0,94.32,379.42
2024-07-08 14:00:00+00:00,127.16,10.0,127.16,379.42
2024-07-08 14:15:00+00:00,342.79,10.0,342.79,423.18
2024-07-08 14:30:00+00:00,423.18,10.0,426.72,423.18
2024-07-08 14:45:00+00:00,423.18,10.0,428.72,423.18
2024-07-08 15:00:00+00:00,423.18,10.0,429.72,423.18
2024-07-08 15:15:00+00:00,306.72,0.0,306.72,451.04
2024-07-08 15:30:00+00:00,306.72,0.0,306.72,451.04
2024-07-08 15:45:00+00:00,451.04,0.0,507.0,451.04
2024-07-08 16:00:00+00:00,700.0,0.0,700.0,451.04
2024-07-08 16:15:00+00:00,490.57,0.0,490.57,710.46
2024-07-08 16:30:00+00:00,396.89,0.0,396.89,710.46
2024-07-08 16:45:00+00:00,710.46,0.0,810.42,710.46
2024-07-08 17:00:00+00:00,710.46,0.0,817.42,710.46
2024-07-08 17:15:00+00:00,984.79,0.0,1189.18,984.79
2024-07-08 17:30:00+00:00,984.79,0.0,1192.18,984.79
2024-07-08 17:45:00+00:00,984.79,0.0,552.99,984.79
2024-07-08 18:00:00+00:00,984.79,10.0,733.19,984.79
2024-07-08 18:15:00+00:00,1409.56,10.0,1055.65,1409.56
2024-07-08 18:30:00+00:00,1409.56,11.16,1147.85,1409.56
2024-07-08 18:45:00+00:00,1409.56,10.0,1146.69,1409.56
2024-07-08 19:00:00+00:00,1409.56,10.0,940.22,1409.56
2024-07-08 19:15:00+00:00,1120.57,10.0,565.49,1120.57
2024-07-08 19:30:00+00:00,1120.57,0.0,542.99,1120.57
2024-07-08 19:45:00+00:00,1120.57,0.0,1202.57,1120.57
2024-07-08 20:00:00+00:00,1120.57,0.0,1199.57,1120.57
2024-07-08 20:15:00+00:00,751.04,10.0,552.99,751.04
2024-07-08 20:30:00+00:00,751.04,10.0,557.99,751.04
2024-07-08 20:45:00+00:00,751.04,10.0,867.46,751.04
2024-07-08 21:00:00+00:00,751.04,10.0,863.46,751.04
2024-07-08 21:15:00+00:00,557.99,10.0,557.99,510.27
2024-07-08 21:30:00+00:00,555.49,10.0,555.49,510.27
2024-07-08 21:45:00+00:00,510.27,10.0,528.0,510.27
2024-07-08 22:00:00+00:00,510.27,10.0,524.0,510.27
2024-07-08 22:15:00+00:00,524.95,10.0,492.25,524.95
2024-07-08 22:30:00+00:00,524.95,10.0,516.2,524.95
2024-07-08 22:45:00+00:00,524.95,10.0,470.88,524.95
2024-07-08 23:00:00+00:00,444.0,10.0,444.0,524.95
2024-07-08 23:15:00+00:00,434.13,10.0,426.06,434.13
2024-07-08 23:30:00+00:00,363.9,10.0,363.9,434.13
2024-07-08 23:45:00+00:00,362.9,10.0,362.9,434.13
2024-07-09 00:00:00+00:00,362.9,10.0,362.9,434.13
2024-07-09 00:15:00+00:00,425.3,10.0,425.3,407.35
2024-07-09 00:30:00+00:00,333.65,10.0,333.65,407.35
2024-07-09 00:45:00+00:00,333.0,10.0,333.0,407.35
2024-07-09 01:00:00+00:00,336.78,10.0,336.78,407.35
2024-07-09 01:15:00+00:00,336.78,10.0,336.78,396.49
2024-07-09 01:30:00+00:00,326.78,0.0,326.78,396.49
2024-07-09 01:45:00+00:00,326.78,0.0,326.78,396.49
2024-07-09 02:00:00+00:00,411.8,0.0,411.8,396.49
2024-07-09 02:15:00+00:00,377.41,0.0,460.32,377.41
2024-07-09 02:30:00+00:00,325.8,0.0,325.8,377.41
2024-07-09 02:45:00+00:00,325.8,0.0,325.8,377.41
2024-07-09 03:00:00+00:00,323.8,0.0,323.8,377.41
2024-07-09 03:15:00+00:00,408.68,0.0,476.14,408.68
2024-07-09 03:30:00+00:00,337.4,0.0,337.4,408.68
2024-07-09 03:45:00+00:00,401.89,0.0,401.89,408.68
2024-07-09 04:00:00+00:00,408.68,0.0,471.22,408.68
2024-07-09 04:15:00+00:00,443.25,0.0,443.25,473.4
2024-07-09 04:30:00+00:00,443.25,0.0,443.25,473.4
2024-07-09 04:45:00+00:00,473.4,0.0,473.16,473.4
2024-07-09 05:00:00+00:00,485.38,0.0,485.38,473.4
2024-07-09 05:15:00+00:00,523.19,10.0,523.19,450.0
2024-07-09 05:30:00+00:00,450.0,10.0,545.15,450.0
2024-07-09 05:45:00+00:00,450.0,10.0,539.91,450.0
2024-07-09 06:00:00+00:00,450.0,10.0,538.73,450.0
2024-07-09 06:15:00+00:00,618.58,10.0,618.58,578.04
2024-07-09 06:30:00+00:00,686.95,10.0,686.95,578.04
2024-07-09 06:45:00+00:00,617.95,10.0,617.95,578.04
2024-07-09 07:00:00+00:00,578.04,10.0,539.8,578.04
2024-07-09 07:15:00+00:00,568.0,10.0,568.0,357.13
2024-07-09 07:30:00+00:00,511.51,10.0,511.51,357.13
2024-07-09 07:45:00+00:00,357.13,10.0,504.42,357.13
2024-07-09 08:00:00+00:00,357.13,10.0,407.02,357.13
2024-07-09 08:15:00+00:00,250.01,0.0,387.31,250.01
2024-07-09 08:30:00+00:00,250.01,0.0,384.02,250.01
2024-07-09 08:45:00+00:00,250.01,0.0,359.0,250.01
2024-07-09 09:00:00+00:00,250.01,0.0,387.31,250.01
2024-07-09 09:15:00+00:00,301.0,0.0,356.0,301.0
2024-07-09 09:30:00+00:00,301.0,10.0,369.0,301.0
2024-07-09 09:45:00+00:00,301.0,10.0,365.0,301.0
2024-07-09 10:00:00+00:00,301.0,10.0,366.0,301.0
2024-07-09 10:15:00+00:00,250.9,10.0,364.0,250.9
2024-07-09 10:30:00+00:00,250.9,10.0,365.0,250.9
2024-07-09 10:45:00+00:00,250.9,10.0,367.0,250.9
2024-07-09 11:00:00+00:00,250.9,0.0,358.0,250.9
2024-07-09 11:15:00+00:00,304.47,10.0,367.0,304.47
2024-07-09 11:30:00+00:00,304.47,10.0,400.55,304.47
2024-07-09 11:45:00+00:00,304.47,10.0,397.31,304.47
2024-07-09 12:00:00+00:00,304.47,0.0,355.0,304.47
2024-07-09 12:15:00+00:00,310.71,0.0,351.0,310.71
2024-07-09 12:30:00+00:00,310.71,0.0,356.0,310.71
2024-07-09 12:45:00+00:00,310.71,10.0,367.0,310.71
2024-07-09 13:00:00+00:00,310.71,0.0,351.0,310.71
2024-07-09 13:15:00+00:00,285.8,0.0,285.8,367.57
2024-07-09 13:30:00+00:00,101.16,0.0,101.16,367.57
2024-07-09 13:45:00+00:00,122.44,10.0,122.44,367.57
2024-07-09 14:00:00+00:00,362.0,10.0,362.0,367.57
2024-07-09 14:15:00+00:00,110.05,10.0,110.05,365.13
2024-07-09 14:30:00+00:00,86.36,10.0,86.36,365.13
2024-07-09 14:45:00+00:00,109.44,10.0,109.44,365.13
2024-07-09 15:00:00+00:00,309.17,10.0,309.17,365.13
2024-07-09 15:15:00+00:00,122.11,0.0,122.11,450.43
2024-07-09 15:30:00+00:00,121.06,0.0,121.06,450.43
2024-07-09 15:45:00+00:00,324.67,0.0,324.67,450.43
2024-07-09 16:00:00+00:00,403.0,0.0,403.0,450.43
2024-07-09 16:15:00+00:00,446.52,0.0,446.52,614.36
2024-07-09 16:30:00+00:00,503.18,0.0,503.18,614.36
2024-07-09 16:45:00+00:00,614.36,0.0,531.67,614.36
2024-07-09 17:00:00+00:00,726.58,10.0,726.58,614.36
2024-07-09 17:15:00+00:00,969.69,10.0,620.45,969.69
2024-07-09 17:30:00+00:00,969.69,10.0,869.89,969.69
2024-07-09 17:45:00+00:00,1012.36,10.0,1012.36,969.69
2024-07-09 18:00:00+00:00,1027.0,10.0,1027.0,969.69
2024-07-09 18:15:00+00:00,1070.15,14.15,1070.15,1017.22
2024-07-09 18:30:00+00:00,1064.39,15.39,1064.39,1017.22
2024-07-09 18:45:00+00:00,1017.22,10.05,987.14,1017.22
2024-07-09 19:00:00+00:00,1017.22,10.0,719.27,1017.22
2024-07-09 19:15:00+00:00,699.75,10.0,620.45,699.75
2024-07-09 19:30:00+00:00,699.75,10.0,731.0,699.75
2024-07-09 19:45:00+00:00,452.26,10.0,452.26,699.75
2024-07-09 20:00:00+00:00,331.49,10.0,331.49,699.75
2024-07-09 20:15:00+00:00,513.0,10.0,513.0,567.69
2024-07-09 20:30:00+00:00,516.0,10.0,516.0,567.69
2024-07-09 20:45:00+00:00,460.78,10.0,460.78,567.69
2024-07-09 21:00:00+00:00,312.72,0.0,312.72,567.69
2024-07-09 21:15:00+00:00,400.0,10.0,400.0,531.28
2024-07-09 21:30:00+00:00,402.0,10.0,402.0,531.28
2024-07-09 21:45:00+00:00,396.0,10.0,396.0,531.28
2024-07-09 22:00:00+00:00,262.28,0.0,262.28,531.28
2024-07-09 22:15:00+00:00,335.61,10.0,335.61,458.39
2024-07-09 22:30:00+00:00,404.0,10.0,404.0,458.39
2024-07-09 22:45:00+00:00,332.42,10.0,332.42,458.39
2024-07-09 23:00:00+00:00,389.09,10.0,389.09,458.39
2024-07-09 23:15:00+00:00,340.34,0.0,358.0,340.34
2024-07-09 23:30:00+00:00,340.34,10.0,369.0,340.34
2024-07-09 23:45:00+00:00,340.34,0.0,358.0,340.34
2024-07-10 00:00:00+00:00,340.34,0.0,474.56,340.34
2024-07-10 00:15:00+00:00,413.64,0.0,413.64,311.6
2024-07-10 00:30:00+00:00,412.69,0.0,412.69,311.6
2024-07-10 00:45:00+00:00,399.44,0.0,399.44,311.6
2024-07-10 01:00:00+00:00,399.44,0.0,399.44,311.6
2024-07-10 01:15:00+00:00,408.62,0.0,408.62,311.22
2024-07-10 01:30:00+00:00,408.62,0.0,408.62,311.22
2024-07-10 01:45:00+00:00,413.64,0.0,413.64,311.22
2024-07-10 02:00:00+00:00,408.62,0.0,408.62,311.22
2024-07-10 02:15:00+00:00,382.15,0.0,382.15,330.83
2024-07-10 02:30:00+00:00,330.83,0.0,436.07,330.83
