dt,price_pln_per_mw_h
2024-07-03 23:45:00+00:00,101.76
2024-07-04 00:00:00+00:00,101.76
2024-07-04 00:15:00+00:00,132.07
2024-07-04 00:30:00+00:00,132.07
2024-07-04 00:45:00+00:00,132.07
2024-07-04 01:00:00+00:00,132.07
2024-07-04 01:15:00+00:00,137.76
2024-07-04 01:30:00+00:00,148.4
2024-07-04 01:45:00+00:00,148.4
2024-07-04 02:00:00+00:00,148.4
2024-07-04 02:15:00+00:00,144.4
2024-07-04 02:30:00+00:00,144.4
2024-07-04 02:45:00+00:00,133.76
2024-07-04 03:00:00+00:00,152.36
2024-07-04 03:15:00+00:00,173.33
2024-07-04 03:30:00+00:00,173.33
2024-07-04 03:45:00+00:00,173.33
2024-07-04 04:00:00+00:00,173.33
2024-07-04 04:15:00+00:00,107.07
2024-07-04 04:30:00+00:00,107.07
2024-07-04 04:45:00+00:00,70.89
2024-07-04 05:00:00+00:00,107.07
2024-07-04 05:15:00+00:00,103.36
2024-07-04 05:30:00+00:00,120.94
2024-07-04 05:45:00+00:00,120.94
2024-07-04 06:00:00+00:00,120.94
2024-07-04 06:15:00+00:00,34.8
2024-07-04 06:30:00+00:00,34.8
2024-07-04 06:45:00+00:00,34.8
2024-07-04 07:00:00+00:00,131.59
2024-07-04 07:15:00+00:00,119.53
2024-07-04 07:30:00+00:00,227.75
2024-07-04 07:45:00+00:00,227.75
2024-07-04 08:00:00+00:00,227.75
2024-07-04 08:15:00+00:00,304.16
2024-07-04 08:30:00+00:00,304.16
2024-07-04 08:45:00+00:00,304.16
2024-07-04 09:00:00+00:00,304.16
2024-07-04 09:15:00+00:00,260.16
2024-07-04 09:30:00+00:00,260.16
2024-07-04 09:45:00+00:00,260.16
2024-07-04 10:00:00+00:00,260.16
2024-07-04 10:15:00+00:00,275.15
2024-07-04 10:30:00+00:00,275.15
2024-07-04 10:45:00+00:00,275.15
2024-07-04 11:00:00+00:00,275.15
2024-07-04 11:15:00+00:00,273.39
2024-07-04 11:30:00+00:00,273.4
2024-07-04 11:45:00+00:00,273.4
2024-07-04 12:00:00+00:00,273.4
2024-07-04 12:15:00+00:00,278.17
2024-07-04 12:30:00+00:00,278.17
2024-07-04 12:45:00+00:00,278.17
2024-07-04 13:00:00+00:00,278.17
2024-07-04 13:15:00+00:00,312.17
2024-07-04 13:30:00+00:00,312.17
2024-07-04 13:45:00+00:00,312.17
2024-07-04 14:00:00+00:00,312.17
2024-07-04 14:15:00+00:00,256.56
2024-07-04 14:30:00+00:00,256.56
2024-07-04 14:45:00+00:00,256.55
2024-07-04 15:00:00+00:00,256.55
2024-07-04 15:15:00+00:00,218.95
2024-07-04 15:30:00+00:00,218.95
2024-07-04 15:45:00+00:00,218.95
2024-07-04 16:00:00+00:00,218.95
2024-07-04 16:15:00+00:00,101.45
2024-07-04 16:30:00+00:00,101.45
2024-07-04 16:45:00+00:00,34.8
2024-07-04 17:00:00+00:00,34.8
2024-07-04 17:15:00+00:00,34.8
2024-07-04 17:30:00+00:00,34.8
2024-07-04 17:45:00+00:00,34.8
2024-07-04 18:00:00+00:00,34.8
2024-07-04 18:15:00+00:00,34.8
2024-07-04 18:30:00+00:00,34.8
2024-07-04 18:45:00+00:00,14.47
2024-07-04 19:00:00+00:00,14.46
2024-07-04 19:15:00+00:00,34.8
2024-07-04 19:30:00+00:00,34.8
2024-07-04 19:45:00+00:00,70.89
2024-07-04 20:00:00+00:00,34.8
2024-07-04 20:15:00+00:00,34.8
2024-07-04 20:30:00+00:00,109.32
2024-07-04 20:45:00+00:00,109.32
2024-07-04 21:00:00+00:00,109.32
2024-07-04 21:15:00+00:00,160.02
2024-07-04 21:30:00+00:00,106.33
2024-07-04 21:45:00+00:00,106.33
2024-07-04 22:00:00+00:00,101.76
2024-07-04 22:15:00+00:00,110.63
2024-07-04 22:30:00+00:00,85.39
2024-07-04 22:45:00+00:00,85.39
2024-07-04 23:00:00+00:00,110.63
2024-07-04 23:15:00+00:00,188.15
2024-07-04 23:30:00+00:00,188.15
2024-07-04 23:45:00+00:00,188.15
2024-07-05 00:00:00+00:00,188.15
2024-07-05 00:15:00+00:00,190.15
2024-07-05 00:30:00+00:00,190.15
2024-07-05 00:45:00+00:00,190.15
2024-07-05 01:00:00+00:00,190.15
2024-07-05 01:15:00+00:00,186.15
2024-07-05 01:30:00+00:00,186.15
2024-07-05 01:45:00+00:00,186.15
2024-07-05 02:00:00+00:00,186.15
2024-07-05 02:15:00+00:00,194.15
2024-07-05 02:30:00+00:00,194.15
2024-07-05 02:45:00+00:00,194.15
2024-07-05 03:00:00+00:00,194.15
2024-07-05 03:15:00+00:00,186.15
2024-07-05 03:30:00+00:00,186.15
2024-07-05 03:45:00+00:00,186.15
2024-07-05 04:00:00+00:00,207.07
2024-07-05 04:15:00+00:00,105.07
2024-07-05 04:30:00+00:00,85.15
2024-07-05 04:45:00+00:00,65.21
2024-07-05 05:00:00+00:00,105.07
2024-07-05 05:15:00+00:00,216.09
2024-07-05 05:30:00+00:00,216.09
2024-07-05 05:45:00+00:00,216.09
2024-07-05 06:00:00+00:00,216.09
2024-07-05 06:15:00+00:00,260.15
2024-07-05 06:30:00+00:00,260.15
2024-07-05 06:45:00+00:00,261.15
2024-07-05 07:00:00+00:00,261.15
2024-07-05 07:15:00+00:00,411.15
2024-07-05 07:30:00+00:00,411.15
2024-07-05 07:45:00+00:00,1000.0
2024-07-05 08:00:00+00:00,1000.0
2024-07-05 08:15:00+00:00,1000.0
2024-07-05 08:30:00+00:00,1000.0
2024-07-05 08:45:00+00:00,1000.0
2024-07-05 09:00:00+00:00,1000.0
2024-07-05 09:15:00+00:00,1000.0
2024-07-05 09:30:00+00:00,1000.0
2024-07-05 09:45:00+00:00,1000.0
2024-07-05 10:00:00+00:00,1000.0
2024-07-05 10:15:00+00:00,1000.0
2024-07-05 10:30:00+00:00,1000.0
2024-07-05 10:45:00+00:00,1000.0
2024-07-05 11:00:00+00:00,1000.0
2024-07-05 11:15:00+00:00,1000.0
2024-07-05 11:30:00+00:00,1000.0
2024-07-05 11:45:00+00:00,1000.0
2024-07-05 12:00:00+00:00,1000.0
2024-07-05 12:15:00+00:00,1000.0
2024-07-05 12:30:00+00:00,1000.0
2024-07-05 12:45:00+00:00,1000.0
2024-07-05 13:00:00+00:00,1000.0
2024-07-05 13:15:00+00:00,1000.0
2024-07-05 13:30:00+00:00,1000.0
2024-07-05 13:45:00+00:00,1000.0
2024-07-05 14:00:00+00:00,1000.0
2024-07-05 14:15:00+00:00,1000.0
2024-07-05 14:30:00+00:00,1000.0
2024-07-05 14:45:00+00:00,1000.0
2024-07-05 15:00:00+00:00,1000.0
2024-07-05 15:15:00+00:00,1000.0
2024-07-05 15:30:00+00:00,1000.0
2024-07-05 15:45:00+00:00,1000.0
2024-07-05 16:00:00+00:00,1000.0
2024-07-05 16:15:00+00:00,1000.0
2024-07-05 16:30:00+00:00,63.37
2024-07-05 16:45:00+00:00,63.37
2024-07-05 17:00:00+00:00,83.37
2024-07-05 17:15:00+00:00,239.19
2024-07-05 17:30:00+00:00,26.25
2024-07-05 17:45:00+00:00,26.25
2024-07-05 18:00:00+00:00,26.25
2024-07-05 18:15:00+00:00,26.25
2024-07-05 18:30:00+00:00,26.25
2024-07-05 18:45:00+00:00,26.25
2024-07-05 19:00:00+00:00,26.25
2024-07-05 19:15:00+00:00,26.25
2024-07-05 19:30:00+00:00,26.25
2024-07-05 19:45:00+00:00,26.25
2024-07-05 20:00:00+00:00,188.54
2024-07-05 20:15:00+00:00,1000.0
2024-07-05 20:30:00+00:00,42.45
2024-07-05 20:45:00+00:00,26.25
2024-07-05 21:00:00+00:00,26.25
2024-07-05 21:15:00+00:00,111.15
2024-07-05 21:30:00+00:00,107.54
2024-07-05 21:45:00+00:00,111.15
2024-07-05 22:00:00+00:00,111.15
2024-07-05 22:15:00+00:00,107.07
2024-07-05 22:30:00+00:00,107.07
2024-07-05 23:00:00+00:00,107.07
2024-07-05 23:15:00+00:00,185.83
2024-07-05 23:30:00+00:00,185.83
2024-07-05 23:45:00+00:00,163.95
2024-07-06 00:00:00+00:00,163.95
2024-07-06 00:15:00+00:00,196.73
2024-07-06 00:30:00+00:00,196.73
2024-07-06 00:45:00+00:00,196.73
2024-07-06 01:00:00+00:00,196.73
2024-07-06 01:15:00+00:00,195.63
2024-07-06 01:30:00+00:00,195.63
2024-07-06 01:45:00+00:00,195.63
2024-07-06 02:00:00+00:00,223.28
2024-07-06 02:15:00+00:00,253.06
2024-07-06 02:30:00+00:00,253.06
2024-07-06 02:45:00+00:00,253.06
2024-07-06 03:15:00+00:00,1000.0
2024-07-06 03:30:00+00:00,1000.0
2024-07-06 03:45:00+00:00,1000.0
2024-07-06 04:00:00+00:00,1000.0
2024-07-06 04:15:00+00:00,1000.0
2024-07-06 04:30:00+00:00,1000.0
2024-07-06 04:45:00+00:00,1000.0
2024-07-06 05:00:00+00:00,258.73
2024-07-06 05:15:00+00:00,307.04
2024-07-06 05:30:00+00:00,307.04
2024-07-06 05:45:00+00:00,307.04
2024-07-06 06:00:00+00:00,307.04
2024-07-06 06:15:00+00:00,304.57
2024-07-06 06:30:00+00:00,304.57
2024-07-06 07:00:00+00:00,304.57
2024-07-06 07:15:00+00:00,465.21
2024-07-06 07:30:00+00:00,465.21
2024-07-06 07:45:00+00:00,465.21
2024-07-06 08:00:00+00:00,465.21
2024-07-06 08:15:00+00:00,627.27
2024-07-06 08:30:00+00:00,627.27
2024-07-06 08:45:00+00:00,627.27
2024-07-06 09:00:00+00:00,627.27
2024-07-06 09:15:00+00:00,698.67
2024-07-06 09:30:00+00:00,698.67
2024-07-06 09:45:00+00:00,698.67
2024-07-06 10:00:00+00:00,698.67
2024-07-06 10:15:00+00:00,795.57
2024-07-06 10:30:00+00:00,795.57
2024-07-06 10:45:00+00:00,795.57
2024-07-06 11:00:00+00:00,795.57
2024-07-06 11:15:00+00:00,795.57
2024-07-06 11:30:00+00:00,795.57
2024-07-06 11:45:00+00:00,795.57
2024-07-06 12:00:00+00:00,795.57
2024-07-06 12:15:00+00:00,795.57
2024-07-06 12:45:00+00:00,795.57
2024-07-06 13:00:00+00:00,795.57
2024-07-06 13:15:00+00:00,706.73
2024-07-06 13:30:00+00:00,706.73
2024-07-06 13:45:00+00:00,739.47
2024-07-06 14:00:00+00:00,739.47
2024-07-06 14:15:00+00:00,617.07
2024-07-06 14:30:00+00:00,617.07
2024-07-06 14:45:00+00:00,617.07
2024-07-06 15:00:00+00:00,617.07
2024-07-06 15:15:00+00:00,563.41
2024-07-06 15:30:00+00:00,563.41
2024-07-06 15:45:00+00:00,563.41
2024-07-06 16:00:00+00:00,563.41
2024-07-06 16:30:00+00:00,290.3
2024-07-06 16:45:00+00:00,290.3
2024-07-06 17:00:00+00:00,290.3
2024-07-06 17:15:00+00:00,1000.0
2024-07-06 17:30:00+00:00,1000.0
2024-07-06 17:45:00+00:00,1000.0
2024-07-06 18:00:00+00:00,1000.0
2024-07-06 18:15:00+00:00,1000.0
2024-07-06 18:30:00+00:00,1000.0
2024-07-06 18:45:00+00:00,1000.0
2024-07-06 19:00:00+00:00,1000.0
2024-07-06 19:15:00+00:00,1000.0
